file_path,file_class,file_name,D4
database_normalized\AircraftBuoyant\m1351.obj,AircraftBuoyant,m1351.obj,"[6.40638e-01 1.36857e-01 5.49370e-02 3.94690e-02 3.22300e-02 2.67430e-02
 1.98970e-02 1.50090e-02 1.20850e-02 9.14500e-03 6.62800e-03 3.93600e-03
 1.44500e-03 4.58000e-04 2.24000e-04 1.14000e-04 9.20000e-05 5.40000e-05
 2.90000e-05 1.00000e-05]"
database_normalized\AircraftBuoyant\m1352.obj,AircraftBuoyant,m1352.obj,"[2.52588e-01 1.77831e-01 1.37598e-01 1.07555e-01 8.48810e-02 6.72040e-02
 5.22680e-02 3.94880e-02 2.93580e-02 2.10840e-02 1.41300e-02 8.25900e-03
 4.30600e-03 2.01400e-03 8.91000e-04 3.66000e-04 1.23000e-04 3.70000e-05
 1.00000e-05 9.00000e-06]"
database_normalized\Apartment\D00045.obj,Apartment,D00045.obj,"[4.69089e-01 2.24250e-01 1.34490e-01 8.05660e-02 4.60820e-02 2.47480e-02
 1.21750e-02 5.38700e-03 1.99500e-03 6.80000e-04 2.96000e-04 1.12000e-04
 6.70000e-05 2.40000e-05 2.50000e-05 1.00000e-05 2.00000e-06 0.00000e+00
 0.00000e+00 2.00000e-06]"
database_normalized\Apartment\D00086.obj,Apartment,D00086.obj,"[5.89848e-01 1.88162e-01 9.66890e-02 5.46280e-02 3.17510e-02 1.83620e-02
 1.02580e-02 5.33100e-03 2.65100e-03 1.30400e-03 5.60000e-04 2.73000e-04
 1.04000e-04 4.70000e-05 1.40000e-05 3.00000e-06 6.00000e-06 5.00000e-06
 1.00000e-06 3.00000e-06]"
database_normalized\Apartment\D00138.obj,Apartment,D00138.obj,"[9.67614e-01 2.24180e-02 6.00600e-03 1.96100e-03 8.97000e-04 4.29000e-04
 2.78000e-04 1.60000e-04 8.20000e-05 6.50000e-05 3.40000e-05 2.00000e-05
 1.60000e-05 5.00000e-06 7.00000e-06 6.00000e-06 0.00000e+00 1.00000e-06
 0.00000e+00 1.00000e-06]"
database_normalized\Apartment\D00156.obj,Apartment,D00156.obj,"[4.57989e-01 2.25775e-01 1.34552e-01 7.87260e-02 4.54540e-02 2.58410e-02
 1.45960e-02 7.97800e-03 4.28000e-03 2.39300e-03 1.17600e-03 5.90000e-04
 3.33000e-04 1.80000e-04 6.70000e-05 3.50000e-05 2.40000e-05 8.00000e-06
 2.00000e-06 1.00000e-06]"
database_normalized\Apartment\D00310.obj,Apartment,D00310.obj,"[4.52075e-01 2.18932e-01 1.30979e-01 7.95840e-02 4.92380e-02 2.96450e-02
 1.75900e-02 1.01530e-02 5.64100e-03 2.99300e-03 1.61500e-03 8.16000e-04
 3.98000e-04 1.80000e-04 8.60000e-05 4.40000e-05 1.60000e-05 8.00000e-06
 3.00000e-06 4.00000e-06]"
database_normalized\Apartment\D00348.obj,Apartment,D00348.obj,"[9.24596e-01 5.51070e-02 1.30360e-02 2.95900e-03 1.25900e-03 8.58000e-04
 6.88000e-04 4.64000e-04 3.56000e-04 2.91000e-04 1.68000e-04 1.05000e-04
 6.40000e-05 2.70000e-05 9.00000e-06 4.00000e-06 3.00000e-06 2.00000e-06
 3.00000e-06 1.00000e-06]"
database_normalized\Apartment\D00366.obj,Apartment,D00366.obj,"[4.60301e-01 1.95458e-01 1.24208e-01 8.27310e-02 5.37140e-02 3.42400e-02
 2.13490e-02 1.29380e-02 7.39400e-03 3.98400e-03 1.87800e-03 9.56000e-04
 4.51000e-04 2.11000e-04 9.20000e-05 5.80000e-05 2.20000e-05 7.00000e-06
 4.00000e-06 4.00000e-06]"
database_normalized\Apartment\D00478.obj,Apartment,D00478.obj,"[3.95747e-01 2.08183e-01 1.42223e-01 9.64670e-02 6.34820e-02 4.02720e-02
 2.52170e-02 1.42900e-02 7.47100e-03 3.70800e-03 1.66800e-03 7.55000e-04
 3.03000e-04 1.31000e-04 4.50000e-05 2.40000e-05 1.00000e-05 3.00000e-06
 0.00000e+00 1.00000e-06]"
database_normalized\Apartment\D00496.obj,Apartment,D00496.obj,"[4.32543e-01 2.15511e-01 1.37088e-01 8.73410e-02 5.44480e-02 3.26130e-02
 1.90730e-02 1.04050e-02 5.52500e-03 2.82800e-03 1.39500e-03 6.94000e-04
 3.05000e-04 1.27000e-04 6.10000e-05 2.60000e-05 2.00000e-06 9.00000e-06
 4.00000e-06 2.00000e-06]"
database_normalized\Apartment\D00626.obj,Apartment,D00626.obj,"[3.84336e-01 1.81643e-01 1.18768e-01 8.56090e-02 6.61020e-02 5.10410e-02
 3.81310e-02 2.75650e-02 1.91820e-02 1.24900e-02 7.47600e-03 4.14600e-03
 1.99500e-03 9.11000e-04 3.62000e-04 1.59000e-04 5.30000e-05 1.30000e-05
 1.40000e-05 4.00000e-06]"
database_normalized\Apartment\D00639.obj,Apartment,D00639.obj,"[4.24185e-01 2.01882e-01 1.26904e-01 8.45840e-02 5.61920e-02 3.71400e-02
 2.49200e-02 1.62860e-02 1.06510e-02 6.96400e-03 4.34300e-03 2.69500e-03
 1.55800e-03 8.74000e-04 4.35000e-04 2.05000e-04 1.03000e-04 5.70000e-05
 1.70000e-05 5.00000e-06]"
database_normalized\Apartment\D00651.obj,Apartment,D00651.obj,"[4.54320e-01 2.24026e-01 1.35153e-01 7.98840e-02 4.61570e-02 2.69240e-02
 1.51540e-02 8.43400e-03 4.78900e-03 2.46500e-03 1.31900e-03 6.84000e-04
 3.61000e-04 1.73000e-04 9.00000e-05 4.00000e-05 1.40000e-05 7.00000e-06
 4.00000e-06 2.00000e-06]"
database_normalized\Apartment\D00681.obj,Apartment,D00681.obj,"[5.18948e-01 2.05672e-01 1.13830e-01 6.58000e-02 3.94570e-02 2.39880e-02
 1.43020e-02 8.44400e-03 4.62500e-03 2.51200e-03 1.25300e-03 6.49000e-04
 3.08000e-04 1.25000e-04 5.50000e-05 1.40000e-05 9.00000e-06 6.00000e-06
 1.00000e-06 2.00000e-06]"
database_normalized\Apartment\D00780.obj,Apartment,D00780.obj,"[4.30532e-01 2.12009e-01 1.33770e-01 8.44130e-02 5.50480e-02 3.45330e-02
 2.10000e-02 1.30490e-02 7.76300e-03 4.19500e-03 2.15800e-03 8.80000e-04
 3.17000e-04 1.82000e-04 7.60000e-05 4.80000e-05 1.80000e-05 5.00000e-06
 3.00000e-06 1.00000e-06]"
database_normalized\Apartment\D00792.obj,Apartment,D00792.obj,"[3.74773e-01 2.17758e-01 1.44900e-01 9.66000e-02 6.30210e-02 4.15750e-02
 2.65540e-02 1.60410e-02 9.47100e-03 4.92600e-03 2.50300e-03 1.11800e-03
 4.37000e-04 1.81000e-04 8.60000e-05 3.30000e-05 1.50000e-05 6.00000e-06
 1.00000e-06 1.00000e-06]"
database_normalized\Apartment\D00859.obj,Apartment,D00859.obj,"[3.94548e-01 2.11207e-01 1.35064e-01 8.98650e-02 5.99490e-02 4.00120e-02
 2.65760e-02 1.70820e-02 1.07680e-02 6.54700e-03 3.89200e-03 2.17900e-03
 1.18300e-03 6.08000e-04 3.23000e-04 1.23000e-04 6.40000e-05 5.00000e-06
 4.00000e-06 1.00000e-06]"
database_normalized\Apartment\D00860.obj,Apartment,D00860.obj,"[3.73575e-01 1.98916e-01 1.40375e-01 9.88260e-02 6.87830e-02 4.64590e-02
 3.05030e-02 1.89350e-02 1.12060e-02 6.21100e-03 3.21300e-03 1.62200e-03
 7.87000e-04 3.21000e-04 1.44000e-04 6.10000e-05 2.90000e-05 2.00000e-05
 7.00000e-06 7.00000e-06]"
database_normalized\Apartment\D00869.obj,Apartment,D00869.obj,"[3.53617e-01 1.95298e-01 1.35444e-01 9.86930e-02 7.22140e-02 5.11830e-02
 3.52270e-02 2.32930e-02 1.46890e-02 9.25000e-03 5.48100e-03 2.91500e-03
 1.48000e-03 7.62000e-04 2.63000e-04 1.04000e-04 4.40000e-05 2.90000e-05
 9.00000e-06 5.00000e-06]"
database_normalized\Apartment\D00921.obj,Apartment,D00921.obj,"[5.34274e-01 1.71256e-01 1.01216e-01 6.17560e-02 4.19120e-02 2.82520e-02
 1.89380e-02 1.35340e-02 9.76400e-03 6.90900e-03 4.79100e-03 3.09700e-03
 2.08900e-03 1.19500e-03 6.35000e-04 2.51000e-04 8.70000e-05 3.40000e-05
 8.00000e-06 2.00000e-06]"
database_normalized\Apartment\D00953.obj,Apartment,D00953.obj,"[7.01345e-01 1.34819e-01 6.87370e-02 4.01870e-02 2.33690e-02 1.39730e-02
 8.06400e-03 4.47900e-03 2.39800e-03 1.28300e-03 6.71000e-04 3.66000e-04
 1.71000e-04 9.30000e-05 2.30000e-05 1.30000e-05 4.00000e-06 4.00000e-06
 0.00000e+00 1.00000e-06]"
database_normalized\Apartment\m463.obj,Apartment,m463.obj,"[6.86195e-01 1.85425e-01 6.98270e-02 2.99820e-02 1.39510e-02 6.99200e-03
 3.59800e-03 1.89500e-03 9.69000e-04 5.33000e-04 3.24000e-04 1.25000e-04
 8.70000e-05 4.60000e-05 2.80000e-05 1.20000e-05 6.00000e-06 0.00000e+00
 4.00000e-06 1.00000e-06]"
database_normalized\Apartment\m464.obj,Apartment,m464.obj,"[5.33525e-01 2.19476e-01 1.12580e-01 5.95200e-02 3.20060e-02 1.81130e-02
 1.05440e-02 6.31800e-03 3.41600e-03 1.94000e-03 1.10600e-03 6.64000e-04
 3.81000e-04 1.96000e-04 1.13000e-04 5.80000e-05 2.30000e-05 1.30000e-05
 4.00000e-06 4.00000e-06]"
database_normalized\Apartment\m465.obj,Apartment,m465.obj,"[5.18442e-01 1.60440e-01 9.85680e-02 6.74450e-02 4.66940e-02 3.28060e-02
 2.34390e-02 1.74100e-02 1.23910e-02 8.96800e-03 5.75900e-03 3.73100e-03
 2.10600e-03 9.97000e-04 4.76000e-04 2.06000e-04 8.00000e-05 2.90000e-05
 1.20000e-05 1.00000e-06]"
database_normalized\AquaticAnimal\m53.obj,AquaticAnimal,m53.obj,"[4.21727e-01 2.20507e-01 1.36904e-01 8.63480e-02 5.35940e-02 3.35330e-02
 2.02140e-02 1.20340e-02 6.85700e-03 3.87200e-03 2.10200e-03 1.14800e-03
 5.86000e-04 2.98000e-04 1.40000e-04 8.00000e-05 3.70000e-05 1.40000e-05
 3.00000e-06 2.00000e-06]"
database_normalized\AquaticAnimal\m54.obj,AquaticAnimal,m54.obj,"[4.67899e-01 2.17304e-01 1.28899e-01 7.78650e-02 4.67400e-02 2.75440e-02
 1.57530e-02 8.67100e-03 4.50700e-03 2.42600e-03 1.22700e-03 6.17000e-04
 2.67000e-04 1.63000e-04 5.70000e-05 2.90000e-05 2.00000e-05 4.00000e-06
 5.00000e-06 3.00000e-06]"
database_normalized\AquaticAnimal\m55.obj,AquaticAnimal,m55.obj,"[4.24418e-01 2.23476e-01 1.39254e-01 8.72970e-02 5.38260e-02 3.22400e-02
 1.84440e-02 9.79900e-03 5.44500e-03 2.79800e-03 1.48200e-03 7.89000e-04
 3.54000e-04 2.06000e-04 8.70000e-05 4.40000e-05 2.00000e-05 1.30000e-05
 7.00000e-06 1.00000e-06]"
database_normalized\AquaticAnimal\m56.obj,AquaticAnimal,m56.obj,"[5.25937e-01 1.97712e-01 1.11646e-01 6.67510e-02 4.07460e-02 2.48600e-02
 1.46140e-02 8.35200e-03 4.60800e-03 2.33000e-03 1.22600e-03 6.08000e-04
 3.21000e-04 1.49000e-04 7.00000e-05 4.20000e-05 1.40000e-05 4.00000e-06
 6.00000e-06 4.00000e-06]"
database_normalized\AquaticAnimal\m57.obj,AquaticAnimal,m57.obj,"[4.38069e-01 2.19770e-01 1.34610e-01 8.43610e-02 5.22820e-02 3.08170e-02
 1.78650e-02 1.02520e-02 5.50800e-03 3.05200e-03 1.61100e-03 8.67000e-04
 4.48000e-04 2.51000e-04 1.32000e-04 5.40000e-05 3.10000e-05 1.20000e-05
 4.00000e-06 4.00000e-06]"
database_normalized\AquaticAnimal\m58.obj,AquaticAnimal,m58.obj,"[4.11510e-01 2.27504e-01 1.43678e-01 9.11180e-02 5.55940e-02 3.17200e-02
 1.77090e-02 9.62900e-03 5.28800e-03 2.88600e-03 1.55100e-03 8.58000e-04
 4.63000e-04 2.30000e-04 1.45000e-04 6.20000e-05 2.90000e-05 1.40000e-05
 1.00000e-05 2.00000e-06]"
database_normalized\AquaticAnimal\m59.obj,AquaticAnimal,m59.obj,"[5.02408e-01 2.45945e-01 1.31708e-01 6.63090e-02 3.02160e-02 1.33310e-02
 5.84500e-03 2.37600e-03 1.00600e-03 4.18000e-04 2.10000e-04 9.90000e-05
 5.30000e-05 3.60000e-05 2.10000e-05 1.00000e-05 5.00000e-06 3.00000e-06
 0.00000e+00 1.00000e-06]"
database_normalized\AquaticAnimal\m60.obj,AquaticAnimal,m60.obj,"[4.97508e-01 2.42467e-01 1.33141e-01 6.88610e-02 3.21420e-02 1.39160e-02
 6.17200e-03 2.93600e-03 1.40200e-03 6.99000e-04 3.68000e-04 2.11000e-04
 9.70000e-05 4.60000e-05 2.10000e-05 6.00000e-06 2.00000e-06 2.00000e-06
 2.00000e-06 1.00000e-06]"
database_normalized\AquaticAnimal\m61.obj,AquaticAnimal,m61.obj,"[5.11625e-01 2.41328e-01 1.25830e-01 6.25780e-02 2.91640e-02 1.47080e-02
 7.62300e-03 3.83000e-03 1.78400e-03 7.71000e-04 3.71000e-04 1.83000e-04
 9.20000e-05 5.20000e-05 2.90000e-05 1.90000e-05 6.00000e-06 4.00000e-06
 2.00000e-06 1.00000e-06]"
database_normalized\AquaticAnimal\m62.obj,AquaticAnimal,m62.obj,"[4.18804e-01 2.19814e-01 1.36222e-01 8.70330e-02 5.44680e-02 3.33520e-02
 2.05420e-02 1.26800e-02 7.38900e-03 4.28100e-03 2.46900e-03 1.44300e-03
 7.32000e-04 3.80000e-04 2.09000e-04 9.30000e-05 5.40000e-05 2.50000e-05
 7.00000e-06 3.00000e-06]"
database_normalized\AquaticAnimal\m63.obj,AquaticAnimal,m63.obj,"[6.62752e-01 2.03606e-01 7.99070e-02 3.04130e-02 1.26510e-02 5.51900e-03
 2.62300e-03 1.20400e-03 5.99000e-04 3.27000e-04 1.86000e-04 9.60000e-05
 5.70000e-05 3.10000e-05 1.50000e-05 6.00000e-06 3.00000e-06 1.00000e-06
 1.00000e-06 3.00000e-06]"
database_normalized\AquaticAnimal\m64.obj,AquaticAnimal,m64.obj,"[4.34813e-01 2.25136e-01 1.37978e-01 8.58490e-02 5.06930e-02 2.89820e-02
 1.63490e-02 8.95200e-03 5.18800e-03 2.75500e-03 1.55100e-03 7.83000e-04
 4.56000e-04 2.66000e-04 1.38000e-04 5.70000e-05 2.80000e-05 2.00000e-05
 5.00000e-06 1.00000e-06]"
database_normalized\AquaticAnimal\m65.obj,AquaticAnimal,m65.obj,"[6.34183e-01 2.30827e-01 8.78700e-02 3.04690e-02 1.03980e-02 3.80800e-03
 1.39800e-03 5.92000e-04 2.44000e-04 8.60000e-05 6.50000e-05 2.50000e-05
 2.10000e-05 5.00000e-06 4.00000e-06 2.00000e-06 1.00000e-06 0.00000e+00
 0.00000e+00 2.00000e-06]"
database_normalized\AquaticAnimal\m66.obj,AquaticAnimal,m66.obj,"[7.02813e-01 1.40356e-01 6.91200e-02 3.85420e-02 2.22460e-02 1.24420e-02
 6.93100e-03 3.67100e-03 1.89000e-03 1.03200e-03 4.83000e-04 2.27000e-04
 1.22000e-04 6.10000e-05 3.70000e-05 1.00000e-05 9.00000e-06 3.00000e-06
 4.00000e-06 1.00000e-06]"
database_normalized\AquaticAnimal\m67.obj,AquaticAnimal,m67.obj,"[5.44619e-01 2.25200e-01 1.13234e-01 5.67040e-02 2.77580e-02 1.47150e-02
 8.43300e-03 4.60800e-03 2.45500e-03 1.10600e-03 5.63000e-04 3.11000e-04
 1.32000e-04 7.60000e-05 4.70000e-05 2.00000e-05 7.00000e-06 8.00000e-06
 3.00000e-06 1.00000e-06]"
database_normalized\AquaticAnimal\m68.obj,AquaticAnimal,m68.obj,"[6.06343e-01 2.19070e-01 9.56250e-02 4.23840e-02 1.93060e-02 8.98800e-03
 4.25700e-03 2.01000e-03 9.98000e-04 4.90000e-04 2.62000e-04 1.28000e-04
 6.50000e-05 4.10000e-05 1.80000e-05 6.00000e-06 3.00000e-06 4.00000e-06
 0.00000e+00 2.00000e-06]"
database_normalized\AquaticAnimal\m69.obj,AquaticAnimal,m69.obj,"[6.53595e-01 2.13987e-01 7.84230e-02 3.02460e-02 1.24960e-02 5.73500e-03
 2.71800e-03 1.32200e-03 7.02000e-04 3.34000e-04 1.87000e-04 9.70000e-05
 8.00000e-05 3.70000e-05 2.50000e-05 1.00000e-05 3.00000e-06 1.00000e-06
 0.00000e+00 2.00000e-06]"
database_normalized\AquaticAnimal\m70.obj,AquaticAnimal,m70.obj,"[7.44614e-01 1.74077e-01 5.09920e-02 1.75240e-02 6.83600e-03 2.97300e-03
 1.40600e-03 7.35000e-04 3.67000e-04 2.22000e-04 1.33000e-04 4.50000e-05
 3.40000e-05 1.70000e-05 1.20000e-05 8.00000e-06 2.00000e-06 2.00000e-06
 0.00000e+00 1.00000e-06]"
database_normalized\AquaticAnimal\m71.obj,AquaticAnimal,m71.obj,"[5.99700e-01 2.36879e-01 9.84680e-02 3.80210e-02 1.52060e-02 6.30800e-03
 2.74800e-03 1.36200e-03 5.97000e-04 3.22000e-04 1.65000e-04 1.06000e-04
 5.00000e-05 2.90000e-05 2.00000e-05 6.00000e-06 6.00000e-06 3.00000e-06
 3.00000e-06 1.00000e-06]"
database_normalized\AquaticAnimal\m72.obj,AquaticAnimal,m72.obj,"[7.14826e-01 1.93180e-01 5.67490e-02 2.01880e-02 7.96800e-03 3.65900e-03
 1.70300e-03 7.95000e-04 4.35000e-04 2.29000e-04 1.22000e-04 7.30000e-05
 3.10000e-05 1.60000e-05 8.00000e-06 7.00000e-06 7.00000e-06 2.00000e-06
 1.00000e-06 1.00000e-06]"
database_normalized\AquaticAnimal\m73.obj,AquaticAnimal,m73.obj,"[6.31076e-01 2.19182e-01 8.58200e-02 3.58690e-02 1.56400e-02 6.97500e-03
 2.99200e-03 1.29300e-03 6.00000e-04 2.92000e-04 1.37000e-04 4.70000e-05
 3.00000e-05 1.90000e-05 1.30000e-05 6.00000e-06 6.00000e-06 2.00000e-06
 0.00000e+00 1.00000e-06]"
database_normalized\AquaticAnimal\m74.obj,AquaticAnimal,m74.obj,"[6.73149e-01 2.10536e-01 6.87950e-02 2.58440e-02 1.09790e-02 5.07300e-03
 2.56400e-03 1.33700e-03 7.40000e-04 3.91000e-04 2.57000e-04 1.32000e-04
 8.60000e-05 4.90000e-05 3.30000e-05 1.90000e-05 7.00000e-06 4.00000e-06
 3.00000e-06 2.00000e-06]"
database_normalized\AquaticAnimal\m75.obj,AquaticAnimal,m75.obj,"[7.49054e-01 1.68725e-01 4.81480e-02 1.83840e-02 7.55700e-03 3.75600e-03
 1.98100e-03 1.04500e-03 6.10000e-04 3.24000e-04 1.98000e-04 1.00000e-04
 5.10000e-05 3.60000e-05 1.80000e-05 4.00000e-06 2.00000e-06 4.00000e-06
 0.00000e+00 3.00000e-06]"
database_normalized\AquaticAnimal\m76.obj,AquaticAnimal,m76.obj,"[9.12341e-01 6.26940e-02 1.50020e-02 5.42200e-03 2.14500e-03 1.09600e-03
 5.72000e-04 3.01000e-04 1.48000e-04 9.90000e-05 5.60000e-05 3.90000e-05
 3.40000e-05 1.80000e-05 1.10000e-05 7.00000e-06 7.00000e-06 3.00000e-06
 1.00000e-06 4.00000e-06]"
database_normalized\AquaticAnimal\m77.obj,AquaticAnimal,m77.obj,"[7.82448e-01 1.42211e-01 4.50110e-02 1.68800e-02 6.94800e-03 3.19400e-03
 1.64300e-03 7.52000e-04 3.79000e-04 2.33000e-04 1.21000e-04 6.70000e-05
 5.20000e-05 2.50000e-05 1.70000e-05 7.00000e-06 2.00000e-06 8.00000e-06
 0.00000e+00 2.00000e-06]"
database_normalized\AquaticAnimal\m78.obj,AquaticAnimal,m78.obj,"[6.53232e-01 2.05414e-01 7.62460e-02 3.24790e-02 1.57500e-02 8.10500e-03
 4.28700e-03 2.19500e-03 1.05100e-03 5.52000e-04 3.13000e-04 1.80000e-04
 1.01000e-04 4.90000e-05 2.30000e-05 1.30000e-05 9.00000e-06 0.00000e+00
 0.00000e+00 1.00000e-06]"
database_normalized\AquaticAnimal\m79.obj,AquaticAnimal,m79.obj,"[7.00707e-01 1.94006e-01 6.30920e-02 2.33580e-02 9.70400e-03 4.47700e-03
 2.23200e-03 1.12300e-03 5.85000e-04 3.34000e-04 1.58000e-04 1.07000e-04
 6.30000e-05 1.70000e-05 1.80000e-05 9.00000e-06 3.00000e-06 3.00000e-06
 0.00000e+00 4.00000e-06]"
database_normalized\AquaticAnimal\m80.obj,AquaticAnimal,m80.obj,"[7.74780e-01 1.58244e-01 4.24960e-02 1.41310e-02 5.52000e-03 2.28600e-03
 1.18100e-03 6.20000e-04 3.25000e-04 1.74000e-04 9.40000e-05 7.20000e-05
 3.20000e-05 1.60000e-05 7.00000e-06 7.00000e-06 2.00000e-06 4.00000e-06
 6.00000e-06 3.00000e-06]"
database_normalized\AquaticAnimal\m81.obj,AquaticAnimal,m81.obj,"[7.08478e-01 1.97983e-01 6.06240e-02 1.94890e-02 7.55100e-03 2.93300e-03
 1.33400e-03 6.76000e-04 3.59000e-04 2.36000e-04 1.43000e-04 8.60000e-05
 5.00000e-05 1.90000e-05 1.60000e-05 1.00000e-05 9.00000e-06 2.00000e-06
 1.00000e-06 1.00000e-06]"
database_normalized\Bed\D00031.obj,Bed,D00031.obj,"[4.64221e-01 2.14783e-01 1.29852e-01 7.79320e-02 4.49140e-02 2.63520e-02
 1.54690e-02 9.80200e-03 6.28700e-03 4.01500e-03 2.62800e-03 1.66300e-03
 9.88000e-04 5.65000e-04 3.04000e-04 1.42000e-04 5.20000e-05 2.00000e-05
 7.00000e-06 4.00000e-06]"
