file_path,file_class,file_name,D1
database_normalized\AircraftBuoyant\m1347.obj,AircraftBuoyant,m1347.obj,"[0.01693  0.099755 0.274801 0.039813 0.070201 0.077681 0.016925 0.030687
 0.036548 0.035102 0.035067 0.025994 0.039517 0.032655 0.021449 0.032014
 0.056607 0.027646 0.019968 0.01064 ]"
database_normalized\AircraftBuoyant\m1348.obj,AircraftBuoyant,m1348.obj,"[0.098375 0.119898 0.076239 0.088489 0.051371 0.048836 0.045796 0.043484
 0.045896 0.046104 0.057538 0.047778 0.047463 0.046207 0.03977  0.03006
 0.021235 0.023416 0.012294 0.009751]"
database_normalized\AircraftBuoyant\m1349.obj,AircraftBuoyant,m1349.obj,"[0.042552 0.057888 0.086264 0.118384 0.101155 0.117365 0.054247 0.042755
 0.038304 0.029741 0.032548 0.040766 0.04484  0.028989 0.040472 0.044897
 0.025636 0.027504 0.013021 0.012672]"
database_normalized\AircraftBuoyant\m1350.obj,AircraftBuoyant,m1350.obj,"[0.040343 0.06578  0.110019 0.128764 0.129144 0.066974 0.04838  0.039026
 0.045339 0.049206 0.04233  0.037796 0.039037 0.029763 0.028893 0.017477
 0.032039 0.012312 0.026025 0.011353]"
database_normalized\AircraftBuoyant\m1351.obj,AircraftBuoyant,m1351.obj,"[0.002594 0.142434 0.188249 0.2207   0.303671 0.       0.       0.011337
 0.002531 0.       0.       0.012028 0.005714 0.016389 0.       0.009384
 0.018874 0.018629 0.01901  0.028456]"
database_normalized\AircraftBuoyant\m1352.obj,AircraftBuoyant,m1352.obj,"[0.0221   0.126673 0.113732 0.112229 0.046284 0.0853   0.051133 0.107194
 0.01296  0.020715 0.040742 0.047133 0.034996 0.039188 0.033571 0.025098
 0.024493 0.026406 0.028797 0.001256]"
database_normalized\Apartment\D00045.obj,Apartment,D00045.obj,"[0.016032 0.035888 0.05627  0.087087 0.127304 0.222527 0.203352 0.155756
 0.068285 0.022934 0.003494 0.       0.       0.       0.       0.
 0.       0.       0.000246 0.000825]"
database_normalized\Apartment\D00086.obj,Apartment,D00086.obj,"[0.00381  0.011196 0.034863 0.02752  0.176434 0.181012 0.078859 0.076014
 0.07646  0.065891 0.066763 0.071597 0.044609 0.063962 0.017335 0.003203
 0.       0.       0.       0.000472]"
database_normalized\Apartment\D00138.obj,Apartment,D00138.obj,"[0.088263 0.11704  0.349342 0.220858 0.031613 0.059475 0.036223 0.016415
 0.006795 0.003526 0.005057 0.00793  0.007171 0.011955 0.013513 0.006428
 0.00315  0.005597 0.005301 0.004348]"
database_normalized\Apartment\D00156.obj,Apartment,D00156.obj,"[0.001528 0.       0.002352 0.030461 0.034359 0.047385 0.064741 0.065301
 0.091567 0.069225 0.054655 0.111852 0.120221 0.090104 0.097132 0.078555
 0.022302 0.011111 0.003163 0.003986]"
database_normalized\Apartment\D00310.obj,Apartment,D00310.obj,"[0.010097 0.022477 0.030788 0.035535 0.041409 0.069278 0.082243 0.081887
 0.062163 0.036643 0.042173 0.059954 0.075746 0.040395 0.081138 0.092098
 0.073652 0.038307 0.016412 0.007605]"
database_normalized\Apartment\D00348.obj,Apartment,D00348.obj,"[0.01972  0.028338 0.059446 0.065586 0.044027 0.067713 0.107522 0.086336
 0.107139 0.106376 0.056274 0.073181 0.103846 0.049421 0.013323 0.008183
 0.       0.       0.00176  0.001809]"
database_normalized\Apartment\D00366.obj,Apartment,D00366.obj,"[0.001498 0.006388 0.02844  0.043888 0.035928 0.083489 0.091    0.067206
 0.062585 0.059985 0.065535 0.106318 0.07702  0.088271 0.074026 0.051586
 0.026741 0.022174 0.004764 0.003158]"
database_normalized\Apartment\D00478.obj,Apartment,D00478.obj,"[0.008707 0.04354  0.055471 0.09433  0.08024  0.069006 0.063841 0.064368
 0.058502 0.030456 0.028737 0.126693 0.112326 0.072655 0.077331 0.01288
 0.       0.       0.       0.000917]"
database_normalized\Apartment\D00496.obj,Apartment,D00496.obj,"[0.048123 0.049787 0.056858 0.07896  0.06556  0.116561 0.102347 0.142483
 0.139208 0.078863 0.051148 0.039632 0.012156 0.003231 0.006239 0.004461
 0.001871 0.00127  0.       0.001242]"
database_normalized\Apartment\D00626.obj,Apartment,D00626.obj,"[0.009636 0.010016 0.013111 0.023177 0.074068 0.099279 0.066604 0.040588
 0.045104 0.047189 0.038846 0.017079 0.035409 0.132729 0.112627 0.089036
 0.066875 0.043428 0.031609 0.00359 ]"
database_normalized\Apartment\D00639.obj,Apartment,D00639.obj,"[0.004824 0.004807 0.005227 0.030382 0.029329 0.026642 0.048036 0.065376
 0.083259 0.124886 0.113995 0.116183 0.111005 0.079077 0.068614 0.038972
 0.019752 0.004337 0.00494  0.020357]"
database_normalized\Apartment\D00651.obj,Apartment,D00651.obj,"[0.001618 0.       0.003837 0.029739 0.037793 0.045152 0.063234 0.068086
 0.092031 0.068444 0.05507  0.113653 0.117745 0.090132 0.099906 0.072748
 0.023233 0.009887 0.003644 0.004048]"
database_normalized\Apartment\D00681.obj,Apartment,D00681.obj,"[0.006123 0.002498 0.026328 0.036945 0.065137 0.058266 0.039945 0.073551
 0.084542 0.067359 0.076235 0.059554 0.038379 0.050994 0.087659 0.092139
 0.076407 0.031319 0.018338 0.008282]"
database_normalized\Apartment\D00780.obj,Apartment,D00780.obj,"[0.010701 0.016256 0.005803 0.006184 0.       0.020484 0.066948 0.071051
 0.056957 0.053836 0.046487 0.044422 0.040526 0.064863 0.07436  0.111117
 0.113618 0.118953 0.056471 0.020963]"
database_normalized\Apartment\D00792.obj,Apartment,D00792.obj,"[0.002093 0.003804 0.006364 0.005529 0.00475  0.033069 0.039414 0.038063
 0.065194 0.057614 0.068675 0.1293   0.13296  0.119835 0.108233 0.078959
 0.060253 0.030999 0.012098 0.002794]"
database_normalized\Apartment\D00859.obj,Apartment,D00859.obj,"[0.005124 0.006431 0.021641 0.040329 0.046407 0.057699 0.060496 0.058678
 0.071249 0.087684 0.074111 0.069796 0.046944 0.052272 0.066224 0.089074
 0.05678  0.052615 0.030717 0.005729]"
database_normalized\Apartment\D00860.obj,Apartment,D00860.obj,"[0.007786 0.044092 0.055125 0.095854 0.078329 0.071585 0.063852 0.063762
 0.057528 0.029111 0.029638 0.126947 0.114768 0.070947 0.076905 0.01278
 0.       0.       0.       0.000991]"
database_normalized\Apartment\D00869.obj,Apartment,D00869.obj,"[0.012695 0.030858 0.073451 0.095212 0.057674 0.026453 0.074797 0.081469
 0.040573 0.013228 0.042686 0.054501 0.073784 0.072413 0.043453 0.07956
 0.054388 0.032041 0.022004 0.01876 ]"
database_normalized\Apartment\D00921.obj,Apartment,D00921.obj,"[0.001696 0.047799 0.049828 0.093579 0.164423 0.112553 0.085871 0.122768
 0.044471 0.097508 0.058583 0.025221 0.02505  0.012344 0.009359 0.005421
 0.005458 0.019748 0.00976  0.00856 ]"
database_normalized\Apartment\D00953.obj,Apartment,D00953.obj,"[0.046901 0.012075 0.055797 0.037434 0.095746 0.05985  0.114041 0.072179
 0.084156 0.183964 0.058698 0.045161 0.016612 0.020266 0.020793 0.025099
 0.023169 0.017331 0.004822 0.005906]"
database_normalized\Apartment\m463.obj,Apartment,m463.obj,"[0.098656 0.098762 0.049131 0.024838 0.014865 0.027571 0.151561 0.066697
 0.105256 0.061378 0.048746 0.051045 0.050093 0.050241 0.031365 0.015416
 0.003676 0.017265 0.022619 0.010819]"
database_normalized\Apartment\m464.obj,Apartment,m464.obj,"[0.065916 0.067467 0.120072 0.04944  0.043227 0.029998 0.047664 0.024791
 0.083425 0.073066 0.048993 0.067807 0.068038 0.037393 0.036097 0.029777
 0.021579 0.061449 0.017559 0.006242]"
database_normalized\Apartment\m465.obj,Apartment,m465.obj,"[0.031835 0.04021  0.0409   0.044463 0.055668 0.058091 0.054911 0.044142
 0.047682 0.038659 0.044276 0.048298 0.048335 0.038907 0.043086 0.044918
 0.078852 0.092037 0.082108 0.022622]"
database_normalized\AquaticAnimal\m53.obj,AquaticAnimal,m53.obj,"[0.021758 0.058079 0.097967 0.095784 0.097612 0.076527 0.09108  0.08177
 0.056863 0.071831 0.072391 0.040971 0.03007  0.010766 0.01231  0.014007
 0.015344 0.018593 0.021963 0.014314]"
database_normalized\AquaticAnimal\m54.obj,AquaticAnimal,m54.obj,"[0.014304 0.027691 0.07248  0.097419 0.105343 0.126677 0.098365 0.076816
 0.091569 0.080169 0.05417  0.041227 0.025478 0.014369 0.010658 0.013086
 0.014225 0.015575 0.015006 0.005373]"
database_normalized\AquaticAnimal\m55.obj,AquaticAnimal,m55.obj,"[0.015874 0.045462 0.07886  0.07671  0.095082 0.100412 0.10039  0.081413
 0.058513 0.088286 0.076718 0.04762  0.031833 0.013672 0.018964 0.011908
 0.015686 0.018275 0.017428 0.006894]"
database_normalized\AquaticAnimal\m56.obj,AquaticAnimal,m56.obj,"[0.028305 0.091419 0.095745 0.127059 0.104581 0.154725 0.133085 0.072937
 0.037271 0.024296 0.032042 0.022228 0.010836 0.010761 0.012296 0.010879
 0.006758 0.009564 0.009909 0.005304]"
database_normalized\AquaticAnimal\m57.obj,AquaticAnimal,m57.obj,"[0.02146  0.048268 0.094355 0.109686 0.107588 0.106824 0.095412 0.064868
 0.074586 0.079629 0.051102 0.036588 0.011808 0.012135 0.014216 0.013671
 0.015077 0.01464  0.016589 0.011498]"
database_normalized\AquaticAnimal\m58.obj,AquaticAnimal,m58.obj,"[0.06298  0.139213 0.107104 0.094159 0.093044 0.092786 0.080038 0.058907
 0.046322 0.033497 0.030773 0.035877 0.030954 0.019416 0.01266  0.014454
 0.010653 0.007568 0.014334 0.015261]"
database_normalized\AquaticAnimal\m59.obj,AquaticAnimal,m59.obj,"[0.104724 0.088152 0.077077 0.06781  0.065952 0.05795  0.055695 0.059577
 0.04878  0.043439 0.046763 0.043619 0.03792  0.037792 0.039074 0.037453
 0.033454 0.027024 0.01892  0.008825]"
database_normalized\AquaticAnimal\m60.obj,AquaticAnimal,m60.obj,"[0.034527 0.104588 0.107144 0.121999 0.098504 0.079647 0.061743 0.059284
 0.09281  0.088603 0.045336 0.037701 0.01317  0.010238 0.0101   0.011586
 0.007298 0.005661 0.005832 0.004229]"
database_normalized\AquaticAnimal\m61.obj,AquaticAnimal,m61.obj,"[0.058877 0.124732 0.141875 0.115036 0.095769 0.083641 0.08219  0.084968
 0.054764 0.040933 0.02211  0.010644 0.006798 0.01444  0.013254 0.016199
 0.013652 0.010153 0.005253 0.004712]"
database_normalized\AquaticAnimal\m62.obj,AquaticAnimal,m62.obj,"[0.036405 0.054043 0.065825 0.073221 0.065879 0.074401 0.078235 0.088636
 0.094827 0.087747 0.079783 0.060646 0.046821 0.037845 0.024018 0.008775
 0.0063   0.008981 0.003823 0.003789]"
database_normalized\AquaticAnimal\m63.obj,AquaticAnimal,m63.obj,"[0.122322 0.236493 0.054032 0.103743 0.121619 0.109661 0.044238 0.038469
 0.034243 0.027325 0.025607 0.01147  0.029815 0.009849 0.007058 0.00425
 0.008492 0.005698 0.0028   0.002816]"
database_normalized\AquaticAnimal\m64.obj,AquaticAnimal,m64.obj,"[0.063631 0.085042 0.097153 0.099063 0.106321 0.097292 0.099922 0.089666
 0.061772 0.039943 0.033819 0.027833 0.032267 0.023235 0.006212 0.006045
 0.010655 0.009224 0.004701 0.006204]"
database_normalized\AquaticAnimal\m65.obj,AquaticAnimal,m65.obj,"[0.048043 0.067445 0.085222 0.114747 0.140797 0.124031 0.120617 0.083027
 0.097787 0.052679 0.023971 0.015799 0.006334 0.002759 0.003718 0.003771
 0.002735 0.002805 0.00277  0.000943]"
database_normalized\AquaticAnimal\m66.obj,AquaticAnimal,m66.obj,"[0.001672 0.003443 0.005189 0.025282 0.051852 0.034682 0.050772 0.128917
 0.172142 0.0789   0.074805 0.04452  0.04934  0.053872 0.059605 0.049666
 0.035317 0.033783 0.037168 0.009073]"
database_normalized\AquaticAnimal\m67.obj,AquaticAnimal,m67.obj,"[0.006327 0.009937 0.026548 0.064249 0.089973 0.082614 0.068413 0.085519
 0.076594 0.06156  0.065226 0.067343 0.05986  0.053049 0.039964 0.036443
 0.027489 0.016357 0.024595 0.03794 ]"
database_normalized\AquaticAnimal\m68.obj,AquaticAnimal,m68.obj,"[0.068464 0.099969 0.110029 0.112916 0.091372 0.076907 0.078398 0.060062
 0.045756 0.031    0.029705 0.032167 0.026845 0.028276 0.024142 0.020465
 0.017514 0.017496 0.009457 0.01906 ]"
database_normalized\AquaticAnimal\m69.obj,AquaticAnimal,m69.obj,"[0.127054 0.128458 0.082053 0.086081 0.080113 0.074877 0.074742 0.040526
 0.031769 0.052544 0.043443 0.086195 0.014531 0.012991 0.017069 0.015691
 0.015953 0.006597 0.005318 0.003995]"
database_normalized\AquaticAnimal\m70.obj,AquaticAnimal,m70.obj,"[0.118679 0.094742 0.077513 0.059773 0.064729 0.047081 0.06387  0.065563
 0.081913 0.030582 0.016539 0.060724 0.051345 0.024494 0.024255 0.042636
 0.024147 0.017975 0.021163 0.012277]"
database_normalized\AquaticAnimal\m71.obj,AquaticAnimal,m71.obj,"[0.092884 0.091122 0.102286 0.086523 0.082317 0.109209 0.072959 0.050056
 0.039814 0.045715 0.047089 0.029025 0.033507 0.039595 0.02896  0.013755
 0.019857 0.009183 0.003087 0.003057]"
database_normalized\AquaticAnimal\m72.obj,AquaticAnimal,m72.obj,"[0.04349  0.120192 0.110737 0.096373 0.060454 0.058103 0.051835 0.067783
 0.059562 0.057036 0.02896  0.046538 0.043005 0.025336 0.03028  0.025741
 0.017595 0.026669 0.015058 0.015253]"
database_normalized\AquaticAnimal\m73.obj,AquaticAnimal,m73.obj,"[0.034557 0.052539 0.064387 0.065345 0.085644 0.104846 0.104093 0.091757
 0.064542 0.058256 0.050503 0.035656 0.035732 0.030586 0.028661 0.023812
 0.03468  0.025006 0.005844 0.003554]"
database_normalized\AquaticAnimal\m74.obj,AquaticAnimal,m74.obj,"[0.075515 0.114268 0.087265 0.085659 0.087369 0.100911 0.09948  0.046644
 0.049524 0.058065 0.051544 0.03617  0.026033 0.010702 0.009048 0.008961
 0.012592 0.015398 0.017797 0.007055]"
database_normalized\AquaticAnimal\m75.obj,AquaticAnimal,m75.obj,"[0.151029 0.132365 0.085994 0.099538 0.089535 0.064301 0.049121 0.044735
 0.027611 0.038424 0.056867 0.040004 0.027607 0.0321   0.02105  0.012334
 0.013644 0.004619 0.004568 0.004554]"
database_normalized\AquaticAnimal\m76.obj,AquaticAnimal,m76.obj,"[0.066637 0.364989 0.330467 0.047783 0.026537 0.031767 0.006982 0.011743
 0.010531 0.017434 0.014033 0.021067 0.002297 0.001174 0.006891 0.010495
 0.008345 0.00914  0.008224 0.003464]"
database_normalized\AquaticAnimal\m77.obj,AquaticAnimal,m77.obj,"[0.003858 0.008099 0.036832 0.094108 0.10154  0.090991 0.066624 0.090399
 0.059989 0.026085 0.048658 0.069453 0.038806 0.035226 0.047018 0.062054
 0.062244 0.026872 0.023924 0.00722 ]"
database_normalized\AquaticAnimal\m78.obj,AquaticAnimal,m78.obj,"[0.030005 0.123032 0.118251 0.083912 0.075145 0.070147 0.047051 0.126051
 0.124381 0.063856 0.021513 0.019769 0.014358 0.012758 0.021496 0.011376
 0.011338 0.00567  0.012915 0.006976]"
database_normalized\AquaticAnimal\m79.obj,AquaticAnimal,m79.obj,"[0.034015 0.083872 0.077529 0.078361 0.060019 0.068104 0.064829 0.067189
 0.061913 0.058659 0.045752 0.038419 0.049675 0.043251 0.042994 0.045106
 0.034954 0.025821 0.011326 0.008212]"
database_normalized\AquaticAnimal\m80.obj,AquaticAnimal,m80.obj,"[0.037628 0.068789 0.090789 0.096617 0.082655 0.078237 0.079332 0.077956
 0.072508 0.055828 0.056532 0.05079  0.032378 0.02319  0.021603 0.01692
 0.010772 0.008906 0.012532 0.026038]"
database_normalized\AquaticAnimal\m81.obj,AquaticAnimal,m81.obj,"[0.059318 0.09488  0.093633 0.066347 0.05756  0.045282 0.057796 0.08438
 0.056428 0.14155  0.05618  0.048869 0.022432 0.013465 0.017763 0.028037
 0.013253 0.011937 0.018948 0.011942]"
database_normalized\Bed\D00031.obj,Bed,D00031.obj,"[0.001381 0.000923 0.000932 0.002248 0.008771 0.014682 0.013951 0.019582
 0.02276  0.047442 0.112031 0.153843 0.101059 0.087914 0.108557 0.116781
 0.056741 0.048364 0.060871 0.021167]"
database_normalized\Bed\D00110.obj,Bed,D00110.obj,"[0.003964 0.002931 0.009084 0.010797 0.012834 0.017924 0.024683 0.029712
 0.05529  0.066899 0.067198 0.062072 0.066603 0.088778 0.105547 0.117077
 0.093623 0.104282 0.054705 0.005997]"
database_normalized\Bed\D00121.obj,Bed,D00121.obj,"[0.000588 0.000328 0.000322 0.000308 0.000333 0.030492 0.078846 0.094631
 0.104467 0.070711 0.074687 0.135167 0.131368 0.074169 0.054838 0.071233
 0.05398  0.011687 0.       0.011845]"
database_normalized\Bed\D00184.obj,Bed,D00184.obj,"[0.001146 0.011925 0.028608 0.022114 0.019487 0.046078 0.05065  0.038584
 0.028043 0.044657 0.051547 0.058596 0.052967 0.071217 0.167552 0.056947
 0.077172 0.149626 0.02092  0.002164]"
database_normalized\Bed\D00210.obj,Bed,D00210.obj,"[0.000729 0.006655 0.010961 0.012794 0.016646 0.026103 0.038541 0.040193
 0.048139 0.056183 0.062696 0.091122 0.096731 0.086764 0.100568 0.07506
 0.079165 0.056106 0.074419 0.020425]"
database_normalized\Bed\D00213.obj,Bed,D00213.obj,"[0.00338  0.       0.00532  0.005314 0.014034 0.018622 0.047212 0.095572
 0.134641 0.128948 0.071579 0.135971 0.017475 0.00619  0.023709 0.01571
 0.030546 0.067156 0.140098 0.038523]"
database_normalized\Bed\D00217.obj,Bed,D00217.obj,"[0.03861  0.052712 0.051175 0.075571 0.073572 0.058384 0.046659 0.037267
 0.036458 0.041839 0.073149 0.084644 0.077002 0.081334 0.056788 0.04805
 0.033636 0.01785  0.011057 0.004243]"
database_normalized\Bed\D00307.obj,Bed,D00307.obj,"[0.001562 0.00221  0.007578 0.023115 0.031117 0.037108 0.043905 0.053044
 0.05193  0.052646 0.072966 0.099887 0.094373 0.118732 0.085945 0.039765
 0.031    0.074044 0.062579 0.016494]"
database_normalized\Bed\D00322.obj,Bed,D00322.obj,"[2.36000e-04 0.00000e+00 4.86000e-04 4.69000e-04 1.73300e-03 8.05200e-03
 9.90200e-03 5.64800e-03 3.72000e-03 2.92400e-03 1.93600e-03 5.99100e-03
 1.85170e-02 2.49210e-02 4.17720e-02 3.80767e-01 4.08336e-01 5.95400e-02
 6.40200e-03 1.86480e-02]"
database_normalized\Bed\D00417.obj,Bed,D00417.obj,"[0.014855 0.042573 0.059284 0.077072 0.092277 0.105192 0.069548 0.066737
 0.071855 0.039148 0.045801 0.015536 0.005108 0.008966 0.016476 0.03852
 0.089317 0.074967 0.052338 0.01443 ]"
database_normalized\Bed\D00538.obj,Bed,D00538.obj,"[0.01229  0.004151 0.012656 0.003868 0.022983 0.05934  0.083029 0.081115
 0.060976 0.059807 0.096594 0.11365  0.114427 0.123771 0.073047 0.020682
 0.009516 0.017866 0.016186 0.014046]"
database_normalized\Bed\D00545.obj,Bed,D00545.obj,"[0.001757 0.009537 0.016703 0.019482 0.025333 0.030016 0.038416 0.04509
 0.054911 0.067844 0.05619  0.0567   0.051624 0.061579 0.08147  0.105774
 0.116646 0.08393  0.064075 0.012923]"
database_normalized\Bed\D00552.obj,Bed,D00552.obj,"[0.071639 0.062702 0.087732 0.057909 0.041275 0.039204 0.0783   0.242606
 0.104861 0.050688 0.020426 0.010101 0.005275 0.005872 0.005909 0.013572
 0.011799 0.020373 0.025474 0.044283]"
database_normalized\Bed\D00565.obj,Bed,D00565.obj,"[0.005239 0.013733 0.020477 0.024343 0.030764 0.038802 0.050454 0.05768
 0.065133 0.085357 0.115461 0.097511 0.090404 0.076483 0.065297 0.058694
 0.053368 0.033455 0.012049 0.005296]"
database_normalized\Bed\D00650.obj,Bed,D00650.obj,"[0.006173 0.012939 0.018306 0.023654 0.029159 0.035739 0.044523 0.062034
 0.066804 0.056033 0.049361 0.051025 0.050806 0.047608 0.044752 0.079601
 0.127927 0.100778 0.064949 0.027829]"
database_normalized\Bed\D00735.obj,Bed,D00735.obj,"[0.003567 0.007542 0.014674 0.021272 0.028131 0.031993 0.036872 0.044258
 0.053529 0.074616 0.078626 0.060307 0.064017 0.06155  0.093989 0.122349
 0.096587 0.069434 0.030429 0.006258]"
database_normalized\Bed\D00836.obj,Bed,D00836.obj,"[0.004064 0.012216 0.016003 0.024284 0.034801 0.084229 0.073113 0.066397
 0.051886 0.055295 0.05784  0.050425 0.054333 0.090902 0.103132 0.054218
 0.034619 0.04062  0.074267 0.017356]"
database_normalized\Bed\D00839.obj,Bed,D00839.obj,"[0.010982 0.013787 0.018472 0.022086 0.023879 0.029945 0.039713 0.047507
 0.090083 0.090521 0.081597 0.062307 0.085444 0.043248 0.0767   0.057438
 0.070501 0.079671 0.047578 0.008541]"
database_normalized\Bed\D00969.obj,Bed,D00969.obj,"[0.002585 0.003664 0.004342 0.005471 0.009247 0.008765 0.009251 0.02104
 0.026979 0.031362 0.051204 0.083515 0.129622 0.132907 0.107286 0.150643
 0.119777 0.069594 0.018073 0.014673]"
database_normalized\Bed\D00988.obj,Bed,D00988.obj,"[0.00395  0.00874  0.018434 0.023694 0.027735 0.032547 0.040482 0.046162
 0.048044 0.055613 0.08051  0.059517 0.057424 0.053265 0.08154  0.088074
 0.09713  0.073772 0.058614 0.044753]"
database_normalized\Bed\m945.obj,Bed,m945.obj,"[0.014325 0.026562 0.072586 0.085188 0.10569  0.102088 0.107675 0.069758
 0.073016 0.061228 0.058654 0.034571 0.014023 0.001998 0.004397 0.008726
 0.057215 0.067431 0.021255 0.013614]"
database_normalized\Bed\m946.obj,Bed,m946.obj,"[0.005092 0.00954  0.012341 0.015064 0.019601 0.021795 0.033931 0.05456
 0.037566 0.03035  0.026059 0.037441 0.023098 0.033408 0.028213 0.131965
 0.203845 0.200679 0.054575 0.020877]"
database_normalized\Bed\m947.obj,Bed,m947.obj,"[0.002264 0.001618 0.006678 0.003065 0.00887  0.007429 0.006669 0.012063
 0.014239 0.013506 0.050947 0.042758 0.024884 0.068406 0.123001 0.19519
 0.191919 0.134079 0.070516 0.021899]"
database_normalized\Bed\m948.obj,Bed,m948.obj,"[0.001556 0.002765 0.005444 0.00912  0.009822 0.01514  0.018903 0.021364
 0.038807 0.096672 0.133889 0.13942  0.095924 0.10457  0.113879 0.054163
 0.027324 0.014182 0.041908 0.055148]"
database_normalized\Bed\m949.obj,Bed,m949.obj,"[0.004275 0.018006 0.028255 0.049433 0.077951 0.084916 0.076789 0.069803
 0.062164 0.11575  0.166754 0.122836 0.049154 0.019532 0.011568 0.011744
 0.012288 0.008699 0.004288 0.005795]"
database_normalized\Bed\m950.obj,Bed,m950.obj,"[0.004383 0.005796 0.014849 0.020154 0.020111 0.024481 0.045747 0.063073
 0.07592  0.102901 0.09761  0.115259 0.114434 0.092163 0.079104 0.055425
 0.031132 0.021129 0.012348 0.003981]"
database_normalized\Bed\m951.obj,Bed,m951.obj,"[0.006314 0.010439 0.01421  0.02254  0.042842 0.036895 0.033187 0.065623
 0.073407 0.124089 0.124677 0.090758 0.078624 0.080215 0.044772 0.053927
 0.040098 0.023589 0.024488 0.009306]"
database_normalized\Bicycle\D00016.obj,Bicycle,D00016.obj,"[0.001726 0.009152 0.012887 0.024033 0.016106 0.028967 0.038623 0.032274
 0.051672 0.040112 0.054037 0.108711 0.13546  0.116032 0.061228 0.061359
 0.048574 0.060315 0.063923 0.034809]"
database_normalized\Bicycle\D00033.obj,Bicycle,D00033.obj,"[0.003328 0.003073 0.00747  0.021952 0.032632 0.03203  0.031306 0.049941
 0.066325 0.055195 0.095712 0.135515 0.15397  0.068701 0.077762 0.050899
 0.033055 0.028868 0.032033 0.020233]"
database_normalized\Bicycle\D00040.obj,Bicycle,D00040.obj,"[0.019967 0.035518 0.022704 0.019812 0.076465 0.055658 0.038309 0.042078
 0.027163 0.079268 0.083749 0.141716 0.076279 0.024005 0.043337 0.05533
 0.057277 0.043057 0.041687 0.016621]"
database_normalized\Bicycle\D00077.obj,Bicycle,D00077.obj,"[0.022072 0.039728 0.069604 0.061765 0.059689 0.048966 0.049563 0.044946
 0.049616 0.087399 0.068109 0.029277 0.061578 0.045645 0.037461 0.059278
 0.072341 0.043582 0.025476 0.023905]"
database_normalized\Bicycle\D00078.obj,Bicycle,D00078.obj,"[0.01405  0.041749 0.083924 0.042824 0.028878 0.027087 0.046078 0.105853
 0.097724 0.080937 0.04054  0.076367 0.04833  0.045107 0.065146 0.066335
 0.032184 0.018715 0.027052 0.01112 ]"
