file_path,file_class,file_name,feature_vector
database_normalized\City\D01181.obj,City,D01181.obj,"[0.0826937151808472, -0.009957083089614042, -0.13845610391395488, -0.33221361559766516, 1.816194115372806, -0.07391738242254962, 0.0782, 0.09869, 0.0987, 0.09366, 0.0847, 0.07463, 0.06559, 0.05764, 0.05258, 0.04987, 0.04503, 0.0377, 0.03398, 0.02821, 0.02586, 0.0223, 0.01857, 0.01566, 0.01249, 0.00594, 0.063857, 0.151324, 0.324704, 0.233039, 0.110485, 0.055928, 0.04299, 0.011845, 0.00035, 0.0, 0.0, 0.000685, 0.000758, 0.000711, 0.0, 0.0, 0.0, 0.000731, 0.000717, 0.001876, 0.06911, 0.133933, 0.181868, 0.201497, 0.187839, 0.105888, 0.062083, 0.032717, 0.010757, 0.005055, 0.001649, 0.001052, 0.001081, 0.001402, 0.001323, 0.00126, 0.001123, 0.000284, 7e-05, 9e-06, 0.034273, 0.12102, 0.182544, 0.199641, 0.185917, 0.136701, 0.081643, 0.0345, 0.013364, 0.004114, 0.001962, 0.001427, 0.00107, 0.000798, 0.000484, 0.000279, 0.000169, 6.3e-05, 2.4e-05, 7e-06, 0.030856, 0.121052, 0.189938, 0.199971, 0.163898, 0.114801, 0.077239, 0.050225, 0.028542, 0.013925, 0.005439, 0.002077, 0.000877, 0.000484, 0.000282, 0.000213, 0.000101, 5.4e-05, 2e-05, 6e-06]"
database_normalized\City\D01192.obj,City,D01192.obj,"[0.25171546306270054, -0.04161978880253389, 0.3688732998479535, -0.04674885084400321, -0.24703222570835434, -0.06612802124099837, 0.07959, 0.12266, 0.11109, 0.09141, 0.07473, 0.06233, 0.05422, 0.05251, 0.04738, 0.04336, 0.04, 0.03595, 0.03218, 0.031, 0.02812, 0.02682, 0.02521, 0.02071, 0.01459, 0.00614, 0.019233, 0.033904, 0.059502, 0.056138, 0.032815, 0.052527, 0.085712, 0.067892, 0.077974, 0.084531, 0.055152, 0.06431, 0.055937, 0.081847, 0.083267, 0.063167, 0.020159, 0.002011, 0.003382, 0.00054, 0.017612, 0.04822, 0.071743, 0.091022, 0.099669, 0.099389, 0.10143, 0.100969, 0.089267, 0.06261, 0.045463, 0.041596, 0.038298, 0.034065, 0.025594, 0.020695, 0.00977, 0.002083, 0.000457, 4.8e-05, 0.003768, 0.024464, 0.058321, 0.092165, 0.114542, 0.124529, 0.12344, 0.113633, 0.099841, 0.081968, 0.062495, 0.043903, 0.028076, 0.016088, 0.00797, 0.003446, 0.000995, 0.000262, 8.3e-05, 1.1e-05, 0.007209, 0.036923, 0.07982, 0.11996, 0.144808, 0.148218, 0.132291, 0.107161, 0.080541, 0.05628, 0.037292, 0.023482, 0.013731, 0.007173, 0.003349, 0.001322, 0.000358, 7.2e-05, 9e-06, 1e-06]"
database_normalized\City\D01195.obj,City,D01195.obj,"[-0.407616288094235, 0.03616629397012746, -0.32224193305868326, -0.4204254455724347, 0.8528214465251468, -0.0038591282720350636, 0.09078, 0.11426, 0.10277, 0.09118, 0.08007, 0.06944, 0.06041, 0.05254, 0.04682, 0.04226, 0.03788, 0.03207, 0.02975, 0.02749, 0.02518, 0.02452, 0.02342, 0.02292, 0.01938, 0.00686, 0.035199, 0.072982, 0.061727, 0.059744, 0.061507, 0.105889, 0.089691, 0.156667, 0.118683, 0.04109, 0.029059, 0.029661, 0.060908, 0.023374, 0.004209, 0.010069, 0.020137, 0.00419, 0.000892, 0.014322, 0.026864, 0.071317, 0.10605, 0.132715, 0.144934, 0.129696, 0.111691, 0.092503, 0.067424, 0.043098, 0.031762, 0.017486, 0.012171, 0.00624, 0.003434, 0.001476, 0.00077, 0.000154, 0.000154, 6.1e-05, 0.011593, 0.063411, 0.128456, 0.156253, 0.154237, 0.139936, 0.116649, 0.087891, 0.060861, 0.03792, 0.021465, 0.011087, 0.00555, 0.002586, 0.001261, 0.000523, 0.000217, 7.6e-05, 1.9e-05, 9e-06, 0.012314, 0.045242, 0.096016, 0.139433, 0.167757, 0.171164, 0.149369, 0.107002, 0.062374, 0.029615, 0.012241, 0.004637, 0.001772, 0.000685, 0.000247, 8.3e-05, 3e-05, 1.7e-05, 1e-06, 1e-06]"
database_normalized\City\m1652.obj,City,m1652.obj,"[-0.5623429405146195, -0.0582472620629509, -0.21573479872810247, -0.30575305802982927, -0.48989135615984175, -0.041031904668571366, 0.10407, 0.13307, 0.10917, 0.0863, 0.06983, 0.05514, 0.04689, 0.04142, 0.04119, 0.03751, 0.03639, 0.03597, 0.03421, 0.03334, 0.03162, 0.03121, 0.028, 0.02288, 0.01566, 0.00613, 0.009805, 0.051273, 0.085318, 0.058461, 0.039855, 0.028869, 0.044122, 0.058506, 0.042184, 0.058298, 0.059592, 0.051398, 0.095698, 0.064994, 0.054106, 0.084695, 0.049526, 0.047015, 0.007351, 0.008934, 0.028997, 0.061921, 0.063559, 0.070459, 0.084649, 0.109064, 0.098127, 0.085795, 0.077127, 0.06518, 0.049779, 0.041345, 0.039362, 0.037004, 0.031901, 0.024822, 0.016369, 0.009721, 0.003912, 0.000907, 0.006116, 0.02667, 0.053257, 0.084023, 0.109623, 0.117414, 0.112268, 0.106059, 0.104033, 0.089176, 0.062184, 0.04202, 0.031225, 0.023983, 0.016397, 0.009452, 0.004283, 0.001393, 0.000363, 6.1e-05, 0.007531, 0.023664, 0.049105, 0.074328, 0.096702, 0.112483, 0.121243, 0.123071, 0.115633, 0.096703, 0.072057, 0.048325, 0.028826, 0.015625, 0.008241, 0.003976, 0.00174, 0.000598, 0.000138, 1.1e-05]"
database_normalized\City\m1654.obj,City,m1654.obj,"[-0.23356522369970792, -0.042201825090359225, -0.055281296671565, -0.20566742264798876, -0.632841798769055, -0.05138855278231365, 0.09208, 0.11749, 0.10245, 0.08814, 0.07376, 0.06603, 0.05864, 0.05326, 0.04868, 0.04395, 0.0398, 0.03546, 0.03125, 0.03007, 0.02728, 0.02498, 0.02344, 0.02065, 0.01567, 0.00692, 0.008834, 0.015971, 0.032614, 0.09114, 0.096593, 0.092196, 0.095033, 0.070697, 0.085247, 0.067185, 0.068057, 0.081784, 0.072775, 0.052672, 0.032705, 0.015613, 0.016607, 0.003587, 0.000335, 0.000355, 0.0245, 0.056849, 0.073127, 0.08659, 0.103977, 0.097942, 0.091926, 0.078056, 0.067934, 0.071405, 0.072544, 0.059804, 0.043087, 0.030844, 0.020526, 0.012105, 0.005921, 0.002362, 0.00045, 5.1e-05, 0.008189, 0.040657, 0.075275, 0.102112, 0.1152, 0.115943, 0.110911, 0.101872, 0.088601, 0.076036, 0.060821, 0.044548, 0.028505, 0.016081, 0.008575, 0.004328, 0.001665, 0.000565, 0.000104, 1.2e-05, 0.009586, 0.044678, 0.082716, 0.109703, 0.126096, 0.130751, 0.124395, 0.109957, 0.088635, 0.062692, 0.04154, 0.026747, 0.017157, 0.01145, 0.007274, 0.003955, 0.001761, 0.000668, 0.000195, 4.4e-05]"
database_normalized\City\m1659.obj,City,m1659.obj,"[0.24891206504112373, 0.018254721548275735, -0.05274302735008394, -0.376575730508189, 0.1519140106534344, -0.06024700166915642, 0.0825, 0.10549, 0.09856, 0.08945, 0.07902, 0.07158, 0.06557, 0.05901, 0.05325, 0.04893, 0.04276, 0.03714, 0.03333, 0.0282, 0.02603, 0.02308, 0.02096, 0.01819, 0.01229, 0.00466, 0.004539, 0.019137, 0.044965, 0.115061, 0.05698, 0.121302, 0.087514, 0.174969, 0.125958, 0.080963, 0.040959, 0.040756, 0.037504, 0.015335, 0.021102, 0.009964, 0.00166, 0.0, 0.000616, 0.000716, 0.025995, 0.07212, 0.092938, 0.097088, 0.103897, 0.100689, 0.100479, 0.094427, 0.091455, 0.081848, 0.062429, 0.039227, 0.022443, 0.010103, 0.003727, 0.000802, 0.000258, 7e-05, 3e-06, 2e-06, 0.007668, 0.041275, 0.087023, 0.118082, 0.128073, 0.120441, 0.107444, 0.099848, 0.089878, 0.074275, 0.05535, 0.034632, 0.019638, 0.01021, 0.004247, 0.001337, 0.000416, 0.000129, 3e-05, 4e-06, 0.00841, 0.042319, 0.088217, 0.128761, 0.150526, 0.151765, 0.1366, 0.109533, 0.078512, 0.047555, 0.026338, 0.014215, 0.007945, 0.00466, 0.002505, 0.001244, 0.000579, 0.00024, 5.9e-05, 1.7e-05]"
database_normalized\City\m1660.obj,City,m1660.obj,"[-0.31341836760933994, 0.6298370580958298, -0.2072232542072487, -0.390780706792685, -0.5371183630476466, 0.14130734821176508, 0.1306, 0.12851, 0.10618, 0.08275, 0.06288, 0.05262, 0.04435, 0.04023, 0.03798, 0.03628, 0.03506, 0.03122, 0.03123, 0.02898, 0.0278, 0.02794, 0.02685, 0.02792, 0.02594, 0.01468, 0.022069, 0.087834, 0.110497, 0.104879, 0.095213, 0.101276, 0.079391, 0.093822, 0.120553, 0.106147, 0.040764, 0.029629, 0.001543, 0.001574, 0.001657, 0.000787, 0.0, 0.001582, 0.0, 0.000783, 0.04738, 0.106904, 0.148743, 0.156643, 0.138719, 0.107358, 0.087057, 0.065176, 0.055114, 0.04219, 0.028928, 0.011943, 0.00257, 0.00062, 0.000286, 0.000229, 0.000122, 1.6e-05, 0.0, 2e-06, 0.018408, 0.099841, 0.17199, 0.18163, 0.164407, 0.137264, 0.101237, 0.065147, 0.035718, 0.016204, 0.005552, 0.001316, 0.000434, 0.000315, 0.000216, 0.000172, 0.000106, 3.4e-05, 6e-06, 3e-06, 0.08309, 0.041631, 0.078153, 0.125548, 0.158792, 0.16345, 0.141254, 0.101387, 0.060591, 0.029789, 0.011445, 0.003454, 0.000945, 0.000279, 0.000122, 4.6e-05, 2e-05, 0.0, 3e-06, 1e-06]"
database_normalized\City\m1661.obj,City,m1661.obj,"[-0.49557939279138064, 0.0888138710082404, -0.34993602423182235, -0.46000965998108145, 0.5296478603674801, 0.1310128540040423, 0.10806, 0.10918, 0.09781, 0.08669, 0.07553, 0.06894, 0.06029, 0.05138, 0.04592, 0.04242, 0.03736, 0.03221, 0.02895, 0.02739, 0.02563, 0.02412, 0.02311, 0.02214, 0.02091, 0.01196, 0.015134, 0.022845, 0.059548, 0.100525, 0.096891, 0.110748, 0.126115, 0.068642, 0.097617, 0.060804, 0.095214, 0.040936, 0.019737, 0.031946, 0.013599, 0.015117, 0.009262, 0.006136, 0.007724, 0.00146, 0.029585, 0.069969, 0.093715, 0.115194, 0.121904, 0.120946, 0.111009, 0.095103, 0.077622, 0.063803, 0.04438, 0.025574, 0.015641, 0.008343, 0.003786, 0.002276, 0.000714, 0.000255, 0.000136, 4.5e-05, 0.010527, 0.067028, 0.122958, 0.134437, 0.133627, 0.125163, 0.11008, 0.091695, 0.071429, 0.051863, 0.034552, 0.021488, 0.012671, 0.00682, 0.0033, 0.001456, 0.000597, 0.000212, 7.6e-05, 2.1e-05, 0.004627, 0.022658, 0.05286, 0.086174, 0.113009, 0.130828, 0.13477, 0.126813, 0.109712, 0.08431, 0.058855, 0.036684, 0.02045, 0.010391, 0.004825, 0.002025, 0.000745, 0.000204, 5.3e-05, 7e-06]"
database_normalized\City\m1662.obj,City,m1662.obj,"[0.012152292940722547, 0.14757051132911994, 0.02095927377304535, -0.12354851563352154, -0.6734954802842832, -0.031863347264081104, 0.09924, 0.0985, 0.0675, 0.07741, 0.09212, 0.09022, 0.0705, 0.05539, 0.05137, 0.05426, 0.0457, 0.03727, 0.0326, 0.02832, 0.02511, 0.01985, 0.01943, 0.01671, 0.01252, 0.00598, 0.00574, 0.000842, 0.004154, 0.043047, 0.078935, 0.240165, 0.140322, 0.124744, 0.206284, 0.138636, 0.00804, 0.00081, 0.0, 0.001692, 0.0, 0.001617, 0.0, 0.001654, 0.001654, 0.001664, 0.046745, 0.088364, 0.097821, 0.045391, 0.06715, 0.125332, 0.151951, 0.149181, 0.112905, 0.058273, 0.041402, 0.009441, 0.001948, 0.001274, 0.001118, 0.000861, 0.000629, 0.000198, 0.0, 1.6e-05, 0.0183, 0.057502, 0.122808, 0.150364, 0.128442, 0.102985, 0.079322, 0.079259, 0.094187, 0.086319, 0.053553, 0.020662, 0.003474, 0.001503, 0.000773, 0.000383, 0.000131, 2e-05, 1e-05, 3e-06, 0.010662, 0.033173, 0.060862, 0.090805, 0.109553, 0.115545, 0.122241, 0.115143, 0.106852, 0.098655, 0.069917, 0.037727, 0.018977, 0.007218, 0.001919, 0.000535, 0.000157, 4.6e-05, 9e-06, 4e-06]"
database_normalized\City\m1664.obj,City,m1664.obj,"[-0.1446908876285195, -0.05465371846694116, -0.06479262955333967, -0.3423826799165633, 0.22464797330622668, -0.07327636608362302, 0.06157, 0.11201, 0.10772, 0.09302, 0.08103, 0.06928, 0.06605, 0.05922, 0.05524, 0.05091, 0.04571, 0.03926, 0.0353, 0.03016, 0.02584, 0.02275, 0.01873, 0.01366, 0.00902, 0.00352, 0.004714, 0.015747, 0.046594, 0.050426, 0.060205, 0.07527, 0.078023, 0.073499, 0.066065, 0.113463, 0.121618, 0.107062, 0.068916, 0.049161, 0.024922, 0.013018, 0.011669, 0.007434, 0.010149, 0.002045, 0.011008, 0.042315, 0.072563, 0.086313, 0.092663, 0.098293, 0.089457, 0.080969, 0.070669, 0.072102, 0.063475, 0.060315, 0.054459, 0.045448, 0.030248, 0.015818, 0.008384, 0.004552, 0.000897, 5.2e-05, 0.003185, 0.016501, 0.045122, 0.080174, 0.107225, 0.119072, 0.120781, 0.117018, 0.104095, 0.085523, 0.068409, 0.050279, 0.034607, 0.022148, 0.013725, 0.007558, 0.003325, 0.000991, 0.000231, 3.1e-05, 0.00701, 0.027373, 0.059479, 0.093457, 0.120753, 0.134691, 0.131842, 0.117639, 0.096255, 0.073089, 0.052006, 0.035513, 0.022819, 0.013895, 0.007773, 0.003949, 0.001715, 0.000582, 0.000142, 1.8e-05]"
database_normalized\ClassicPiano\D00005.obj,ClassicPiano,D00005.obj,"[0.2534880813546908, -0.05302736328761724, -0.2691334288080413, -0.2893810690772769, 0.334818724169002, -0.078631075770872, 0.03236, 0.06503, 0.08592, 0.09887, 0.10466, 0.10333, 0.09644, 0.08609, 0.07182, 0.06068, 0.04921, 0.03819, 0.03063, 0.02262, 0.01817, 0.01344, 0.01002, 0.0068, 0.00408, 0.00164, 0.001901, 0.00413, 0.005953, 0.008619, 0.017074, 0.026532, 0.05662, 0.075121, 0.100173, 0.125031, 0.13737, 0.104955, 0.090385, 0.080291, 0.076744, 0.037237, 0.02357, 0.015512, 0.009478, 0.003304, 0.0063, 0.020937, 0.035492, 0.051119, 0.065378, 0.081657, 0.09716, 0.105764, 0.108281, 0.102285, 0.095556, 0.08319, 0.064258, 0.040876, 0.022489, 0.011648, 0.005187, 0.001866, 0.000505, 5.2e-05, 0.000908, 0.007167, 0.021369, 0.038596, 0.058459, 0.079072, 0.097058, 0.110629, 0.116318, 0.114592, 0.105236, 0.089157, 0.066863, 0.04464, 0.026959, 0.014437, 0.006204, 0.001907, 0.000391, 3.8e-05, 0.003618, 0.01622, 0.038968, 0.064419, 0.088478, 0.105869, 0.11706, 0.120267, 0.113173, 0.098851, 0.081119, 0.060438, 0.041177, 0.025496, 0.014077, 0.006619, 0.002823, 0.001006, 0.000272, 5e-05]"
database_normalized\ClassicPiano\D00009.obj,ClassicPiano,D00009.obj,"[0.0769061474737976, -0.04692305444621878, -0.26972870363332824, -0.3685029133303324, -0.17616372964717628, -0.07740017456622011, 0.05075, 0.07744, 0.09988, 0.10276, 0.09425, 0.08183, 0.07192, 0.07051, 0.06555, 0.06057, 0.05261, 0.04296, 0.03419, 0.02841, 0.02136, 0.01685, 0.01214, 0.00816, 0.00533, 0.00253, 0.024259, 0.040311, 0.037018, 0.042212, 0.046099, 0.045728, 0.048456, 0.044108, 0.05018, 0.045411, 0.047081, 0.065783, 0.056107, 0.042415, 0.051308, 0.079474, 0.049599, 0.09284, 0.063745, 0.027866, 0.015701, 0.020963, 0.029687, 0.045536, 0.06399, 0.076785, 0.088645, 0.084598, 0.082545, 0.075649, 0.081656, 0.062286, 0.0529, 0.051866, 0.053257, 0.04686, 0.040117, 0.01974, 0.006645, 0.000574, 0.002843, 0.016342, 0.033369, 0.042734, 0.052331, 0.065915, 0.079989, 0.093397, 0.101423, 0.104759, 0.101365, 0.088781, 0.073818, 0.054505, 0.039542, 0.02709, 0.015014, 0.005393, 0.001245, 0.000145, 0.007342, 0.027054, 0.051077, 0.068974, 0.080332, 0.089217, 0.095272, 0.097933, 0.097149, 0.092438, 0.083001, 0.070901, 0.055012, 0.03881, 0.02369, 0.012965, 0.006216, 0.00202, 0.00055, 4.7e-05]"
database_normalized\ClassicPiano\D00034.obj,ClassicPiano,D00034.obj,"[1.6092512859181127, -0.03239127412168268, 1.1856725225380702, 0.6018536243900889, -0.37906787742304565, -0.07736100436271079, 0.09709, 0.07837, 0.08828, 0.09119, 0.08571, 0.07731, 0.06712, 0.06105, 0.05763, 0.0531, 0.04954, 0.04402, 0.03746, 0.02939, 0.02235, 0.01659, 0.01321, 0.01044, 0.00988, 0.01027, 0.045382, 0.026866, 0.12572, 0.242696, 0.118354, 0.053821, 0.051575, 0.047865, 0.046667, 0.057835, 0.051093, 0.023406, 0.030434, 0.005675, 0.004673, 0.006937, 0.014168, 0.016336, 0.018754, 0.011743, 0.051789, 0.064089, 0.088656, 0.08611, 0.096406, 0.113716, 0.098673, 0.084114, 0.066185, 0.049364, 0.038264, 0.035604, 0.035024, 0.029073, 0.023654, 0.02203, 0.00857, 0.004457, 0.003336, 0.000886, 0.036276, 0.073646, 0.108705, 0.129349, 0.131733, 0.107209, 0.083993, 0.067673, 0.06505, 0.062336, 0.045208, 0.029495, 0.022587, 0.01601, 0.009612, 0.005214, 0.003396, 0.00182, 0.000639, 4.9e-05, 0.043362, 0.100797, 0.120306, 0.13649, 0.127397, 0.106111, 0.086525, 0.072334, 0.057219, 0.03877, 0.027918, 0.022942, 0.018729, 0.015508, 0.012488, 0.008075, 0.003707, 0.00109, 0.000203, 2.9e-05]"
database_normalized\ClassicPiano\D00092.obj,ClassicPiano,D00092.obj,"[3.9359779033627404, -0.0065925847684329564, 1.3488273766125543, 0.851552048768266, 0.22852260534803437, -0.07729372429367308, 0.06335, 0.0924, 0.09461, 0.08838, 0.08523, 0.08358, 0.07803, 0.07303, 0.06653, 0.05547, 0.04609, 0.03784, 0.0299, 0.02533, 0.02077, 0.01786, 0.01514, 0.01258, 0.00973, 0.00415, 0.00659, 0.012724, 0.007569, 0.008831, 0.051798, 0.072574, 0.069933, 0.092161, 0.081772, 0.117346, 0.103094, 0.088792, 0.054685, 0.063073, 0.039038, 0.028406, 0.035939, 0.034258, 0.021182, 0.010235, 0.015626, 0.036939, 0.060081, 0.068493, 0.075025, 0.080142, 0.079008, 0.079451, 0.084392, 0.082743, 0.078795, 0.073482, 0.063883, 0.053155, 0.037782, 0.01996, 0.008041, 0.00252, 0.000463, 1.9e-05, 0.006717, 0.030861, 0.058979, 0.081343, 0.096822, 0.105343, 0.103606, 0.099015, 0.092768, 0.085382, 0.075672, 0.061396, 0.045256, 0.028746, 0.016288, 0.007994, 0.002969, 0.000722, 0.000108, 1.3e-05, 0.013696, 0.059513, 0.10379, 0.125794, 0.128265, 0.11839, 0.104526, 0.090226, 0.074045, 0.057631, 0.042651, 0.030837, 0.021239, 0.013759, 0.008339, 0.004285, 0.002047, 0.000736, 0.000189, 4.2e-05]"
database_normalized\ClassicPiano\D00120.obj,ClassicPiano,D00120.obj,"[-0.11216815697563831, -0.05348206109783956, -0.5057501844981679, -0.49589404280766314, 0.4864121038661732, -0.07706028751245393, 0.03982, 0.08435, 0.10098, 0.09872, 0.09829, 0.09249, 0.08153, 0.0728, 0.0615, 0.05241, 0.04584, 0.03829, 0.03251, 0.02806, 0.02313, 0.01794, 0.014, 0.00967, 0.0055, 0.00217, 0.006474, 0.014046, 0.025742, 0.028241, 0.037964, 0.062406, 0.100251, 0.091472, 0.110967, 0.095582, 0.092156, 0.088498, 0.069106, 0.060783, 0.058944, 0.024805, 0.012302, 0.010764, 0.006229, 0.003268, 0.008058, 0.024353, 0.05083, 0.06671, 0.081861, 0.095253, 0.103149, 0.102902, 0.096788, 0.087849, 0.07762, 0.069089, 0.053407, 0.034553, 0.022501, 0.013527, 0.00688, 0.003574, 0.000983, 0.000113, 0.001112, 0.008972, 0.027145, 0.051349, 0.080094, 0.105078, 0.121101, 0.12357, 0.11705, 0.104707, 0.087238, 0.065802, 0.045233, 0.028349, 0.016649, 0.0092, 0.004602, 0.002035, 0.000634, 8e-05, 0.010453, 0.02123, 0.052331, 0.088116, 0.119131, 0.137907, 0.140241, 0.128021, 0.10313, 0.07578, 0.051364, 0.03278, 0.019789, 0.010943, 0.005245, 0.002313, 0.000854, 0.000269, 8.9e-05, 1.4e-05]"
database_normalized\ClassicPiano\D00190.obj,ClassicPiano,D00190.obj,"[0.2473283735337909, -0.05231701605806318, -0.1298403862000698, -0.23214395919555508, -0.29227417930965055, -0.07183738560338084, 0.10576, 0.10496, 0.09514, 0.0859, 0.07027, 0.06121, 0.05798, 0.05498, 0.05326, 0.05162, 0.04639, 0.04164, 0.0376, 0.03116, 0.02648, 0.02186, 0.01787, 0.01548, 0.01306, 0.00738, 0.004695, 0.047878, 0.0657, 0.074132, 0.130294, 0.120455, 0.100657, 0.07194, 0.055997, 0.083967, 0.040552, 0.015856, 0.014677, 0.008102, 0.01152, 0.008034, 0.029524, 0.06085, 0.035847, 0.019323, 0.037752, 0.078258, 0.071346, 0.063493, 0.065962, 0.070068, 0.079165, 0.067255, 0.063752, 0.052856, 0.055983, 0.04483, 0.045959, 0.058065, 0.066274, 0.045772, 0.023378, 0.008426, 0.001308, 9.8e-05, 0.023334, 0.070335, 0.093104, 0.097497, 0.086924, 0.074819, 0.072534, 0.072849, 0.068076, 0.06841, 0.069146, 0.059292, 0.050616, 0.039522, 0.028396, 0.016238, 0.007079, 0.001667, 0.000157, 5e-06, 0.047767, 0.116297, 0.12792, 0.130807, 0.119071, 0.099551, 0.081409, 0.067039, 0.0566, 0.046884, 0.03706, 0.028394, 0.020226, 0.011729, 0.005582, 0.002337, 0.00096, 0.000306, 5.7e-05, 4e-06]"
database_normalized\ClassicPiano\D00233.obj,ClassicPiano,D00233.obj,"[1.9764965781137191, -0.02370269777712991, 1.4119479989569588, 0.7667696249473358, -0.10704062131334592, -0.076003749929109, 0.08102, 0.08026, 0.09054, 0.08038, 0.06855, 0.06552, 0.07377, 0.0796, 0.08369, 0.07684, 0.06167, 0.0444, 0.03133, 0.0232, 0.01771, 0.01448, 0.01089, 0.00709, 0.00571, 0.00335, 0.016044, 0.023167, 0.100238, 0.110574, 0.097836, 0.272308, 0.045167, 0.062494, 0.04598, 0.007325, 0.0, 0.0, 0.0, 0.002077, 0.007027, 0.008443, 0.016622, 0.058703, 0.104225, 0.02177, 0.051326, 0.028636, 0.034935, 0.041429, 0.068616, 0.100209, 0.069988, 0.057492, 0.053765, 0.057933, 0.073198, 0.027165, 0.013539, 0.022553, 0.050344, 0.077156, 0.081645, 0.06794, 0.019636, 0.002495, 0.025848, 0.075672, 0.056485, 0.04011, 0.042437, 0.04798, 0.064953, 0.059545, 0.059157, 0.072732, 0.07497, 0.069983, 0.070384, 0.059629, 0.046079, 0.036988, 0.045174, 0.034151, 0.015238, 0.002485, 0.034432, 0.071601, 0.101539, 0.101296, 0.083451, 0.067263, 0.063962, 0.065341, 0.062919, 0.060429, 0.061702, 0.065653, 0.053298, 0.041748, 0.033393, 0.017648, 0.006836, 0.003433, 0.003645, 0.000411]"
database_normalized\ClassicPiano\D00254.obj,ClassicPiano,D00254.obj,"[1.8863908864965306, -0.010745742802669652, 1.2294938422058623, 0.6089758702301798, -0.38449959132123696, -0.07141279383103506, 0.08399, 0.11517, 0.0975, 0.07974, 0.06361, 0.05584, 0.06021, 0.06908, 0.07215, 0.06551, 0.05266, 0.04086, 0.03112, 0.02547, 0.02284, 0.01968, 0.01708, 0.0137, 0.00989, 0.0039, 0.014091, 0.015398, 0.026472, 0.021808, 0.038682, 0.068647, 0.153633, 0.123152, 0.124375, 0.063574, 0.09183, 0.04066, 0.026233, 0.013955, 0.021988, 0.020272, 0.015526, 0.028112, 0.037374, 0.054218, 0.018182, 0.050532, 0.063413, 0.069452, 0.068073, 0.07455, 0.06857, 0.062706, 0.057203, 0.061362, 0.059792, 0.041341, 0.041418, 0.045564, 0.053205, 0.053339, 0.060992, 0.036303, 0.012417, 0.001586, 0.007459, 0.025557, 0.049957, 0.069315, 0.080928, 0.085215, 0.088392, 0.087064, 0.086684, 0.086624, 0.081204, 0.071785, 0.061576, 0.043582, 0.030002, 0.021197, 0.013814, 0.007927, 0.001662, 5.6e-05, 0.013107, 0.046504, 0.080366, 0.102207, 0.115212, 0.121867, 0.118094, 0.105858, 0.088646, 0.069912, 0.052001, 0.035915, 0.023167, 0.013581, 0.007469, 0.003739, 0.001653, 0.000566, 0.000111, 2.5e-05]"
database_normalized\ClassicPiano\D00279.obj,ClassicPiano,D00279.obj,"[2.998907935643085, 0.06359340139040989, 1.3494330271203352, 0.536957382543557, 0.5228538257089905, -0.07444663340672189, 0.09591, 0.12674, 0.11018, 0.09328, 0.07595, 0.06021, 0.04868, 0.04419, 0.04037, 0.03681, 0.03657, 0.0337, 0.03372, 0.03238, 0.03032, 0.02898, 0.02602, 0.02128, 0.01688, 0.00783, 0.036844, 0.109492, 0.141825, 0.155183, 0.168604, 0.146488, 0.083213, 0.052011, 0.018233, 0.031601, 0.004228, 0.019819, 0.00167, 0.001498, 0.001693, 0.001652, 0.001727, 0.001776, 0.013861, 0.008582, 0.050399, 0.121854, 0.153468, 0.174062, 0.132504, 0.10478, 0.079615, 0.056138, 0.035432, 0.024861, 0.018762, 0.011439, 0.009632, 0.007731, 0.006894, 0.0057, 0.004301, 0.001869, 0.000529, 3e-05, 0.03077, 0.129792, 0.205335, 0.199338, 0.156423, 0.112389, 0.06916, 0.038644, 0.022633, 0.013662, 0.008832, 0.005581, 0.003711, 0.002242, 0.001037, 0.000358, 7.5e-05, 9e-06, 5e-06, 4e-06, 0.052738, 0.174195, 0.233262, 0.208889, 0.142385, 0.076222, 0.044034, 0.028003, 0.018112, 0.010287, 0.005276, 0.002831, 0.001596, 0.001038, 0.000622, 0.000291, 0.000152, 3.7e-05, 2.2e-05, 8e-06]"
database_normalized\ClassicPiano\D00305.obj,ClassicPiano,D00305.obj,"[1.2192876572213205, -0.00020501948397020982, 0.827700535595953, 0.3445161250180748, -0.35932690082464347, -0.06841185072556862, 0.10476, 0.10503, 0.08887, 0.08228, 0.06574, 0.05371, 0.06021, 0.0648, 0.06333, 0.05972, 0.0538, 0.04416, 0.03411, 0.02878, 0.02219, 0.02007, 0.0179, 0.0151, 0.01124, 0.0042, 0.054611, 0.035822, 0.02505, 0.015407, 0.007251, 0.00838, 0.029993, 0.021499, 0.047629, 0.08338, 0.10212, 0.055167, 0.083901, 0.043049, 0.077114, 0.077405, 0.063268, 0.050304, 0.053524, 0.065126, 0.032328, 0.051414, 0.054083, 0.068756, 0.063057, 0.065984, 0.054654, 0.059253, 0.068633, 0.067682, 0.042784, 0.027753, 0.033589, 0.053254, 0.071521, 0.07342, 0.065004, 0.03265, 0.008704, 0.005477, 0.008729, 0.027972, 0.047632, 0.062338, 0.073766, 0.080757, 0.091007, 0.09153, 0.084732, 0.074188, 0.068046, 0.057392, 0.059822, 0.053405, 0.0387, 0.03047, 0.02435, 0.016483, 0.007652, 0.001029, 0.011027, 0.034335, 0.061182, 0.081833, 0.096464, 0.104148, 0.104868, 0.100374, 0.091898, 0.078764, 0.065758, 0.052923, 0.041521, 0.028289, 0.018545, 0.013117, 0.008326, 0.004908, 0.001572, 0.000148]"
