file_path,file_class,file_name,D3
database_normalized\Apartment\D00156.obj,Apartment,D00156.obj,"[2.94000e-03 9.85200e-03 1.91860e-02 3.49710e-02 5.41720e-02 7.23080e-02
 8.81280e-02 1.00735e-01 1.07030e-01 1.06698e-01 1.01294e-01 9.18130e-02
 7.66400e-02 5.88460e-02 3.91000e-02 2.22310e-02 1.03940e-02 3.13500e-03
 4.99000e-04 2.80000e-05]"
database_normalized\Apartment\D00310.obj,Apartment,D00310.obj,"[0.002421 0.009121 0.020814 0.037609 0.057995 0.07772  0.095817 0.107026
 0.109636 0.106421 0.096442 0.082191 0.06884  0.051555 0.036437 0.0226
 0.011776 0.004369 0.001092 0.000118]"
database_normalized\Apartment\D00348.obj,Apartment,D00348.obj,"[6.89200e-03 3.51700e-02 6.60690e-02 9.41560e-02 1.09458e-01 1.15360e-01
 1.14877e-01 1.08620e-01 9.59790e-02 7.79210e-02 6.02830e-02 4.56800e-02
 3.18080e-02 2.05400e-02 1.12190e-02 4.40100e-03 1.11500e-03 2.98000e-04
 1.12000e-04 4.20000e-05]"
database_normalized\Apartment\D00366.obj,Apartment,D00366.obj,"[2.64900e-03 1.37450e-02 2.65320e-02 3.72560e-02 5.14360e-02 6.40800e-02
 7.41750e-02 8.75100e-02 9.95620e-02 1.04492e-01 1.03633e-01 9.73100e-02
 8.41940e-02 6.91140e-02 4.75880e-02 2.39010e-02 9.23900e-03 2.92700e-03
 6.04000e-04 5.30000e-05]"
database_normalized\Apartment\D00478.obj,Apartment,D00478.obj,"[4.37900e-03 1.19390e-02 1.91980e-02 2.85450e-02 3.90610e-02 5.21160e-02
 6.82880e-02 8.10460e-02 9.48450e-02 1.05990e-01 1.09365e-01 1.06770e-01
 9.63910e-02 7.74740e-02 5.59610e-02 3.28530e-02 1.20430e-02 3.31400e-03
 3.83000e-04 3.90000e-05]"
database_normalized\Apartment\D00496.obj,Apartment,D00496.obj,"[2.63700e-03 1.20930e-02 2.51500e-02 4.11160e-02 6.16690e-02 8.45030e-02
 1.06693e-01 1.26203e-01 1.37785e-01 1.34406e-01 1.09354e-01 7.32130e-02
 4.36500e-02 2.38780e-02 1.10860e-02 4.44500e-03 1.52100e-03 4.67000e-04
 1.11000e-04 2.00000e-05]"
database_normalized\Apartment\D00626.obj,Apartment,D00626.obj,"[0.002764 0.008731 0.019614 0.031475 0.041473 0.050771 0.060713 0.070073
 0.078761 0.08691  0.095419 0.097483 0.093121 0.084714 0.073401 0.055716
 0.033151 0.012697 0.002768 0.000245]"
database_normalized\Apartment\D00639.obj,Apartment,D00639.obj,"[3.62200e-03 1.34410e-02 2.42490e-02 3.56900e-02 5.25220e-02 7.13080e-02
 8.82740e-02 1.00732e-01 1.05243e-01 1.08283e-01 1.04703e-01 9.60920e-02
 7.78210e-02 5.66920e-02 3.41200e-02 1.72210e-02 7.15500e-03 2.32400e-03
 4.75000e-04 3.30000e-05]"
database_normalized\Apartment\D00651.obj,Apartment,D00651.obj,"[2.90800e-03 9.53600e-03 1.81170e-02 3.28640e-02 5.14130e-02 6.90590e-02
 8.49590e-02 9.66510e-02 1.04625e-01 1.04638e-01 1.00458e-01 9.22720e-02
 7.89720e-02 6.28360e-02 4.41220e-02 2.65670e-02 1.37350e-02 5.07100e-03
 1.10600e-03 9.10000e-05]"
database_normalized\Apartment\D00681.obj,Apartment,D00681.obj,"[2.6800e-03 1.2515e-02 2.7182e-02 4.4274e-02 5.9617e-02 7.5257e-02
 8.8175e-02 9.7188e-02 9.9701e-02 9.9328e-02 9.3184e-02 8.4793e-02
 7.4064e-02 5.9467e-02 4.2226e-02 2.4978e-02 1.1076e-02 3.5760e-03
 6.4300e-04 7.6000e-05]"
database_normalized\Apartment\D00780.obj,Apartment,D00780.obj,"[0.007476 0.016722 0.023986 0.036084 0.048709 0.060993 0.068554 0.078331
 0.08503  0.090116 0.084645 0.077376 0.064593 0.053663 0.049975 0.050039
 0.049189 0.0395   0.013872 0.001147]"
database_normalized\Apartment\D00792.obj,Apartment,D00792.obj,"[0.000775 0.004612 0.01174  0.021002 0.032573 0.047166 0.062945 0.079325
 0.094556 0.105737 0.110362 0.108764 0.100521 0.085884 0.063201 0.039452
 0.020616 0.008673 0.001959 0.000137]"
database_normalized\Apartment\D00859.obj,Apartment,D00859.obj,"[1.22100e-03 8.50900e-03 2.43310e-02 4.57610e-02 6.80770e-02 8.93960e-02
 1.07206e-01 1.18356e-01 1.20586e-01 1.12361e-01 9.66810e-02 7.51010e-02
 5.47420e-02 3.62350e-02 2.19530e-02 1.17710e-02 5.27400e-03 1.91600e-03
 4.71000e-04 5.20000e-05]"
database_normalized\Apartment\D00860.obj,Apartment,D00860.obj,"[4.48700e-03 1.18580e-02 1.96790e-02 2.92940e-02 4.03320e-02 5.29550e-02
 6.92800e-02 8.24670e-02 9.59620e-02 1.07387e-01 1.11174e-01 1.06953e-01
 9.56720e-02 7.55480e-02 5.34830e-02 3.01570e-02 1.02670e-02 2.74500e-03
 2.60000e-04 4.00000e-05]"
database_normalized\Apartment\D00869.obj,Apartment,D00869.obj,"[0.004681 0.010257 0.016091 0.024806 0.034795 0.049755 0.064754 0.075129
 0.088186 0.09848  0.10658  0.108458 0.099578 0.081813 0.061726 0.041803
 0.022989 0.008691 0.001316 0.000112]"
database_normalized\Apartment\D00921.obj,Apartment,D00921.obj,"[7.93100e-03 3.07150e-02 5.02260e-02 6.19930e-02 7.38950e-02 8.62250e-02
 9.75040e-02 1.03601e-01 9.75630e-02 9.53180e-02 9.04250e-02 7.14840e-02
 4.96270e-02 3.41150e-02 2.31970e-02 1.48110e-02 7.88200e-03 2.97900e-03
 4.70000e-04 3.90000e-05]"
database_normalized\Apartment\D00953.obj,Apartment,D00953.obj,"[1.87730e-02 3.80150e-02 5.34740e-02 8.78150e-02 1.20985e-01 1.26263e-01
 1.21557e-01 1.11475e-01 9.06300e-02 7.31070e-02 5.77590e-02 4.42130e-02
 2.94600e-02 1.65890e-02 7.25700e-03 2.08700e-03 4.49000e-04 7.70000e-05
 1.10000e-05 4.00000e-06]"
database_normalized\Apartment\m463.obj,Apartment,m463.obj,"[4.80700e-03 2.34690e-02 4.60850e-02 7.67800e-02 1.13798e-01 1.42190e-01
 1.48272e-01 1.32585e-01 1.09345e-01 8.05380e-02 5.40530e-02 3.21880e-02
 1.82660e-02 9.49300e-03 4.63300e-03 2.16800e-03 8.87000e-04 3.19000e-04
 1.01000e-04 2.30000e-05]"
database_normalized\Apartment\m464.obj,Apartment,m464.obj,"[3.57900e-03 1.68450e-02 3.64560e-02 6.23450e-02 9.15830e-02 1.13444e-01
 1.23204e-01 1.26744e-01 1.21653e-01 1.05035e-01 7.78160e-02 5.12890e-02
 3.17230e-02 1.80280e-02 1.04290e-02 5.81500e-03 2.87200e-03 9.60000e-04
 1.68000e-04 1.20000e-05]"
database_normalized\Apartment\m465.obj,Apartment,m465.obj,"[0.004322 0.017959 0.039168 0.060009 0.074996 0.07913  0.082408 0.084062
 0.081586 0.07909  0.076007 0.070522 0.064024 0.056234 0.047109 0.037245
 0.025918 0.015027 0.004601 0.000583]"
database_normalized\AquaticAnimal\m53.obj,AquaticAnimal,m53.obj,"[2.92800e-03 1.79120e-02 4.17800e-02 6.82450e-02 9.19140e-02 1.08741e-01
 1.18925e-01 1.18112e-01 1.09642e-01 9.73610e-02 7.97700e-02 5.87900e-02
 3.90720e-02 2.42220e-02 1.34140e-02 5.83900e-03 2.33300e-03 7.76000e-04
 1.96000e-04 2.80000e-05]"
database_normalized\AquaticAnimal\m54.obj,AquaticAnimal,m54.obj,"[2.41000e-03 1.75050e-02 3.94680e-02 6.18640e-02 8.41980e-02 1.00856e-01
 1.11995e-01 1.16357e-01 1.13108e-01 1.02953e-01 8.66050e-02 6.73940e-02
 4.75780e-02 2.76190e-02 1.32210e-02 4.93800e-03 1.43100e-03 3.97000e-04
 9.10000e-05 1.20000e-05]"
database_normalized\AquaticAnimal\m55.obj,AquaticAnimal,m55.obj,"[3.30300e-03 1.96530e-02 4.26060e-02 6.90650e-02 9.24030e-02 1.10155e-01
 1.21672e-01 1.23498e-01 1.15776e-01 1.00762e-01 7.93650e-02 5.53690e-02
 3.41560e-02 1.87400e-02 8.77400e-03 3.25300e-03 1.02600e-03 3.42000e-04
 7.60000e-05 6.00000e-06]"
database_normalized\AquaticAnimal\m56.obj,AquaticAnimal,m56.obj,"[8.60200e-03 4.09670e-02 7.31090e-02 9.78350e-02 1.03894e-01 1.06068e-01
 1.11398e-01 1.11016e-01 9.92680e-02 8.18300e-02 6.22270e-02 4.36570e-02
 2.89700e-02 1.68210e-02 8.80700e-03 3.67900e-03 1.25600e-03 4.53000e-04
 1.24000e-04 1.90000e-05]"
database_normalized\AquaticAnimal\m57.obj,AquaticAnimal,m57.obj,"[3.20500e-03 2.12560e-02 4.81190e-02 7.81280e-02 1.01466e-01 1.17089e-01
 1.23578e-01 1.18195e-01 1.05492e-01 8.92770e-02 7.03340e-02 5.14420e-02
 3.44110e-02 2.04360e-02 1.06710e-02 4.58400e-03 1.57600e-03 5.94000e-04
 1.39000e-04 8.00000e-06]"
database_normalized\AquaticAnimal\m58.obj,AquaticAnimal,m58.obj,"[7.44000e-04 6.47600e-03 1.95220e-02 3.73580e-02 5.59070e-02 7.49330e-02
 9.34520e-02 1.10434e-01 1.21774e-01 1.24458e-01 1.12065e-01 8.95670e-02
 6.30150e-02 4.06700e-02 2.58320e-02 1.44690e-02 6.34500e-03 2.29400e-03
 5.77000e-04 1.08000e-04]"
database_normalized\AquaticAnimal\m59.obj,AquaticAnimal,m59.obj,"[1.24800e-03 1.07060e-02 3.23810e-02 6.03790e-02 9.01780e-02 1.15379e-01
 1.30466e-01 1.34475e-01 1.27809e-01 1.09740e-01 8.33530e-02 5.39450e-02
 3.11830e-02 1.34160e-02 4.12400e-03 9.00000e-04 2.22000e-04 7.00000e-05
 2.10000e-05 5.00000e-06]"
database_normalized\AquaticAnimal\m60.obj,AquaticAnimal,m60.obj,"[1.24100e-03 1.02570e-02 2.86010e-02 5.26680e-02 7.91440e-02 1.05582e-01
 1.25079e-01 1.30275e-01 1.24513e-01 1.09218e-01 8.62300e-02 6.19570e-02
 4.09960e-02 2.43280e-02 1.26150e-02 5.30000e-03 1.57100e-03 3.37000e-04
 7.10000e-05 1.70000e-05]"
database_normalized\AquaticAnimal\m61.obj,AquaticAnimal,m61.obj,"[1.57700e-03 1.62830e-02 4.65000e-02 8.32220e-02 1.23447e-01 1.53294e-01
 1.57709e-01 1.37426e-01 1.04281e-01 7.29650e-02 4.78600e-02 2.81620e-02
 1.48090e-02 7.42000e-03 3.25600e-03 1.16900e-03 4.15000e-04 1.39000e-04
 5.30000e-05 1.30000e-05]"
database_normalized\AquaticAnimal\m62.obj,AquaticAnimal,m62.obj,"[3.15600e-03 2.49470e-02 6.39140e-02 1.03764e-01 1.29183e-01 1.30763e-01
 1.20403e-01 1.03319e-01 8.53750e-02 6.93920e-02 5.47500e-02 4.14110e-02
 2.91980e-02 1.94220e-02 1.14800e-02 5.97700e-03 2.47700e-03 8.21000e-04
 2.03000e-04 4.50000e-05]"
database_normalized\AquaticAnimal\m63.obj,AquaticAnimal,m63.obj,"[4.50300e-03 2.34250e-02 4.36630e-02 6.56350e-02 8.49980e-02 1.03968e-01
 1.18020e-01 1.24482e-01 1.24629e-01 1.13073e-01 8.28490e-02 5.20790e-02
 2.97550e-02 1.61510e-02 7.98400e-03 3.26600e-03 1.19900e-03 2.75000e-04
 3.80000e-05 8.00000e-06]"
database_normalized\AquaticAnimal\m64.obj,AquaticAnimal,m64.obj,"[1.93700e-03 1.72160e-02 4.90960e-02 8.65200e-02 1.21893e-01 1.44094e-01
 1.44531e-01 1.29380e-01 1.02706e-01 7.52020e-02 5.14980e-02 3.31410e-02
 2.03600e-02 1.16250e-02 6.01100e-03 2.94600e-03 1.25300e-03 4.60000e-04
 1.14000e-04 1.70000e-05]"
database_normalized\AquaticAnimal\m65.obj,AquaticAnimal,m65.obj,"[2.35400e-03 1.82550e-02 4.82830e-02 8.49340e-02 1.22648e-01 1.49989e-01
 1.57478e-01 1.39266e-01 1.03395e-01 7.22990e-02 4.73680e-02 2.80630e-02
 1.47060e-02 6.79200e-03 2.75000e-03 9.84000e-04 3.08000e-04 8.60000e-05
 3.30000e-05 9.00000e-06]"
database_normalized\AquaticAnimal\m66.obj,AquaticAnimal,m66.obj,"[2.05630e-02 5.77000e-02 8.00680e-02 9.07140e-02 9.10680e-02 9.24460e-02
 9.43710e-02 1.00505e-01 9.80840e-02 8.43940e-02 6.76490e-02 5.39460e-02
 3.61580e-02 2.03210e-02 7.69200e-03 3.07900e-03 9.39000e-04 2.29000e-04
 5.60000e-05 1.80000e-05]"
database_normalized\AquaticAnimal\m67.obj,AquaticAnimal,m67.obj,"[2.7080e-03 1.6479e-02 3.6470e-02 5.5638e-02 7.0937e-02 8.0958e-02
 8.6245e-02 8.9815e-02 8.9727e-02 8.8841e-02 8.5137e-02 8.0342e-02
 7.2963e-02 6.0727e-02 4.2728e-02 2.4704e-02 1.1028e-02 3.7360e-03
 7.4300e-04 7.4000e-05]"
database_normalized\AquaticAnimal\m68.obj,AquaticAnimal,m68.obj,"[2.09600e-03 1.88980e-02 5.17530e-02 8.88080e-02 1.21693e-01 1.41158e-01
 1.45605e-01 1.35209e-01 1.11021e-01 7.79780e-02 4.75110e-02 2.64630e-02
 1.49680e-02 8.23300e-03 4.50600e-03 2.26300e-03 1.12100e-03 5.22000e-04
 1.58000e-04 3.60000e-05]"
database_normalized\AquaticAnimal\m69.obj,AquaticAnimal,m69.obj,"[1.63600e-03 1.51130e-02 4.46600e-02 8.15030e-02 1.16603e-01 1.39501e-01
 1.45657e-01 1.37513e-01 1.15752e-01 8.23170e-02 5.19020e-02 3.14080e-02
 1.78420e-02 1.00450e-02 4.86700e-03 1.98800e-03 1.04000e-03 5.07000e-04
 1.28000e-04 1.80000e-05]"
database_normalized\AquaticAnimal\m70.obj,AquaticAnimal,m70.obj,"[1.86700e-03 1.81510e-02 5.15890e-02 8.98380e-02 1.21391e-01 1.42447e-01
 1.49187e-01 1.33521e-01 1.02892e-01 7.20770e-02 4.79460e-02 2.92250e-02
 1.77580e-02 1.06980e-02 6.04700e-03 3.07200e-03 1.42300e-03 6.19000e-04
 2.11000e-04 4.10000e-05]"
database_normalized\AquaticAnimal\m71.obj,AquaticAnimal,m71.obj,"[1.30600e-03 1.17260e-02 3.43380e-02 6.32880e-02 9.20010e-02 1.18702e-01
 1.34252e-01 1.37985e-01 1.29899e-01 1.06639e-01 7.19470e-02 4.48350e-02
 2.65390e-02 1.45980e-02 7.19600e-03 3.05300e-03 1.19400e-03 3.67000e-04
 1.14000e-04 2.10000e-05]"
database_normalized\AquaticAnimal\m72.obj,AquaticAnimal,m72.obj,"[2.15500e-03 1.54890e-02 4.58090e-02 8.44850e-02 1.19624e-01 1.40906e-01
 1.48227e-01 1.37951e-01 1.11453e-01 7.78970e-02 4.94330e-02 2.94780e-02
 1.68120e-02 9.53700e-03 5.49300e-03 2.97900e-03 1.47600e-03 5.45000e-04
 2.04000e-04 4.70000e-05]"
database_normalized\AquaticAnimal\m73.obj,AquaticAnimal,m73.obj,"[2.09300e-03 1.88030e-02 5.18330e-02 8.94300e-02 1.26526e-01 1.50692e-01
 1.54653e-01 1.36014e-01 1.00034e-01 6.63250e-02 4.26390e-02 2.64930e-02
 1.60380e-02 9.16200e-03 5.02900e-03 2.51500e-03 1.14100e-03 4.27000e-04
 1.32000e-04 2.10000e-05]"
database_normalized\AquaticAnimal\m74.obj,AquaticAnimal,m74.obj,"[1.71900e-03 1.42810e-02 3.86610e-02 6.81930e-02 9.62200e-02 1.18573e-01
 1.31407e-01 1.34045e-01 1.23074e-01 9.78760e-02 6.97030e-02 4.50670e-02
 2.80990e-02 1.59870e-02 8.42500e-03 4.76200e-03 2.42900e-03 1.07000e-03
 3.52000e-04 5.70000e-05]"
database_normalized\AquaticAnimal\m75.obj,AquaticAnimal,m75.obj,"[1.63700e-03 1.82340e-02 5.62750e-02 9.82200e-02 1.32386e-01 1.50095e-01
 1.48403e-01 1.29681e-01 1.00096e-01 6.59670e-02 4.12590e-02 2.53290e-02
 1.52050e-02 8.66200e-03 4.54900e-03 2.27400e-03 1.08400e-03 4.52000e-04
 1.49000e-04 4.30000e-05]"
database_normalized\AquaticAnimal\m76.obj,AquaticAnimal,m76.obj,"[8.47550e-02 1.76986e-01 1.15763e-01 1.03694e-01 1.07973e-01 9.69700e-02
 8.64730e-02 7.28910e-02 5.94180e-02 3.64950e-02 2.30660e-02 1.44090e-02
 8.25000e-03 5.07800e-03 3.44900e-03 2.38000e-03 1.25100e-03 5.16000e-04
 1.59000e-04 2.40000e-05]"
database_normalized\AquaticAnimal\m77.obj,AquaticAnimal,m77.obj,"[7.95700e-03 3.94700e-02 7.48690e-02 1.04662e-01 1.20385e-01 1.32732e-01
 1.30924e-01 1.15184e-01 9.34830e-02 7.03680e-02 4.86530e-02 3.05930e-02
 1.66100e-02 7.70100e-03 3.71900e-03 1.55400e-03 7.17000e-04 2.93000e-04
 1.02000e-04 2.40000e-05]"
database_normalized\AquaticAnimal\m78.obj,AquaticAnimal,m78.obj,"[7.63800e-03 3.32760e-02 6.36350e-02 9.93090e-02 1.32197e-01 1.49346e-01
 1.47837e-01 1.28378e-01 9.30260e-02 6.15860e-02 3.81160e-02 2.27640e-02
 1.19990e-02 6.15600e-03 2.79700e-03 1.12200e-03 5.06000e-04 2.10000e-04
 8.50000e-05 1.70000e-05]"
database_normalized\AquaticAnimal\m79.obj,AquaticAnimal,m79.obj,"[2.54300e-03 1.88530e-02 5.04630e-02 8.69840e-02 1.18465e-01 1.38281e-01
 1.44009e-01 1.34239e-01 1.08616e-01 7.88290e-02 5.23190e-02 3.17450e-02
 1.77960e-02 9.20000e-03 4.49000e-03 2.02400e-03 7.67000e-04 2.89000e-04
 7.90000e-05 9.00000e-06]"
database_normalized\AquaticAnimal\m80.obj,AquaticAnimal,m80.obj,"[2.95300e-03 2.48120e-02 6.36110e-02 1.03418e-01 1.35799e-01 1.54375e-01
 1.52622e-01 1.29358e-01 9.07770e-02 5.90910e-02 3.79200e-02 2.27290e-02
 1.23530e-02 5.99000e-03 2.41400e-03 1.05800e-03 4.93000e-04 1.55000e-04
 5.60000e-05 1.60000e-05]"
database_normalized\AquaticAnimal\m81.obj,AquaticAnimal,m81.obj,"[7.22800e-03 2.71660e-02 5.25360e-02 7.64760e-02 1.01020e-01 1.21788e-01
 1.32658e-01 1.35674e-01 1.29229e-01 9.29570e-02 5.46330e-02 3.34350e-02
 1.81520e-02 9.38900e-03 4.62300e-03 1.94300e-03 7.82000e-04 2.50000e-04
 5.40000e-05 7.00000e-06]"
database_normalized\Bed\D00031.obj,Bed,D00031.obj,"[0.001973 0.013128 0.030689 0.04859  0.065139 0.076057 0.081254 0.08003
 0.07522  0.0731   0.070071 0.067911 0.064509 0.060388 0.055606 0.048955
 0.040534 0.030084 0.016017 0.000745]"
database_normalized\Bed\D00110.obj,Bed,D00110.obj,"[0.004394 0.022537 0.044801 0.061343 0.070435 0.076886 0.080876 0.080316
 0.078009 0.073981 0.071641 0.064957 0.059353 0.053524 0.048038 0.038754
 0.031868 0.027889 0.009972 0.000426]"
database_normalized\Bed\D00121.obj,Bed,D00121.obj,"[0.015969 0.038932 0.047053 0.051903 0.052823 0.064809 0.056288 0.058673
 0.070946 0.073348 0.074915 0.075462 0.069809 0.059858 0.06279  0.059869
 0.047343 0.016353 0.002734 0.000123]"
database_normalized\Bed\D00184.obj,Bed,D00184.obj,"[0.005719 0.025648 0.04851  0.058876 0.055256 0.058662 0.067117 0.074062
 0.081013 0.082585 0.075668 0.064249 0.057236 0.054532 0.051462 0.043157
 0.039832 0.043055 0.012408 0.000953]"
database_normalized\Bed\D00210.obj,Bed,D00210.obj,"[2.00900e-03 1.35650e-02 3.34820e-02 5.70860e-02 7.86410e-02 9.28430e-02
 1.00610e-01 1.01774e-01 9.81020e-02 8.97210e-02 8.02320e-02 6.90870e-02
 5.69980e-02 4.51300e-02 3.40510e-02 2.36120e-02 1.56610e-02 6.20700e-03
 1.09900e-03 9.00000e-05]"
database_normalized\Bed\D00213.obj,Bed,D00213.obj,"[0.006129 0.029119 0.054568 0.072824 0.077707 0.07769  0.067539 0.065535
 0.064957 0.062713 0.056841 0.04796  0.049071 0.051714 0.051359 0.054162
 0.057788 0.045275 0.006797 0.000252]"
database_normalized\Bed\D00217.obj,Bed,D00217.obj,"[0.014261 0.04629  0.052593 0.054222 0.052059 0.048353 0.045173 0.045199
 0.039256 0.043333 0.064922 0.080081 0.085815 0.077614 0.066258 0.036632
 0.031078 0.079192 0.034917 0.002752]"
database_normalized\Bed\D00307.obj,Bed,D00307.obj,"[0.003879 0.021722 0.042725 0.061726 0.074671 0.084675 0.085532 0.084998
 0.081294 0.072094 0.062981 0.057202 0.05199  0.04751  0.043205 0.042211
 0.034913 0.032977 0.013105 0.00059 ]"
database_normalized\Bed\D00322.obj,Bed,D00322.obj,"[0.018485 0.049451 0.060068 0.063613 0.063593 0.055764 0.049889 0.0658
 0.084166 0.0769   0.072749 0.080594 0.073521 0.073239 0.069798 0.026796
 0.011222 0.00357  0.000551 0.000231]"
