file_path,file_class,file_name,D2
database_normalized\Apartment\D00366.obj,Apartment,D00366.obj,"[0.010351 0.024511 0.036442 0.041791 0.050925 0.058719 0.062322 0.113676
 0.122797 0.110532 0.088631 0.071441 0.057878 0.048241 0.043613 0.032362
 0.017974 0.006067 0.00136  0.000367]"
database_normalized\Apartment\D00478.obj,Apartment,D00478.obj,"[1.07920e-02 2.08540e-02 3.83580e-02 4.69110e-02 5.45130e-02 6.96170e-02
 7.67110e-02 1.29722e-01 1.17987e-01 1.01818e-01 8.36490e-02 6.39040e-02
 4.75370e-02 3.53890e-02 3.70150e-02 4.48650e-02 1.75730e-02 2.59900e-03
 1.44000e-04 4.20000e-05]"
database_normalized\Apartment\D00496.obj,Apartment,D00496.obj,"[7.37800e-03 2.66170e-02 3.79630e-02 5.07040e-02 7.99950e-02 1.33592e-01
 1.28061e-01 1.22712e-01 1.10630e-01 9.41610e-02 7.56270e-02 5.82920e-02
 4.39710e-02 1.80200e-02 7.66000e-03 2.98600e-03 1.16400e-03 3.72000e-04
 7.80000e-05 1.70000e-05]"
database_normalized\Apartment\D00626.obj,Apartment,D00626.obj,"[0.012103 0.025885 0.033142 0.040632 0.04848  0.068578 0.093392 0.110696
 0.097422 0.079966 0.064755 0.057179 0.049557 0.044706 0.035656 0.042314
 0.043111 0.03636  0.014643 0.001423]"
database_normalized\Apartment\D00639.obj,Apartment,D00639.obj,"[1.18760e-02 2.07790e-02 4.06090e-02 4.92970e-02 5.54020e-02 7.06020e-02
 8.37480e-02 1.05693e-01 1.05858e-01 1.13519e-01 1.03832e-01 7.46810e-02
 5.99280e-02 4.32430e-02 2.97940e-02 1.84130e-02 8.03400e-03 3.92400e-03
 7.16000e-04 5.20000e-05]"
database_normalized\Apartment\D00651.obj,Apartment,D00651.obj,"[8.7210e-03 1.6975e-02 4.0825e-02 5.5389e-02 6.3453e-02 7.2920e-02
 7.7816e-02 8.5338e-02 7.7154e-02 9.8998e-02 9.6977e-02 8.7822e-02
 7.9380e-02 5.6011e-02 4.0496e-02 2.6391e-02 1.1963e-02 3.0630e-03
 2.9100e-04 1.7000e-05]"
database_normalized\Apartment\D00681.obj,Apartment,D00681.obj,"[0.01077  0.027638 0.045436 0.057779 0.063979 0.075995 0.082467 0.097222
 0.102276 0.097678 0.083387 0.063878 0.05296  0.039664 0.022986 0.019113
 0.037352 0.016473 0.002715 0.000232]"
database_normalized\Apartment\D00780.obj,Apartment,D00780.obj,"[0.015768 0.033855 0.045075 0.054874 0.055388 0.051099 0.054569 0.058013
 0.08709  0.112907 0.06665  0.05359  0.048212 0.047601 0.045621 0.042807
 0.040554 0.06221  0.02155  0.002567]"
database_normalized\Apartment\D00792.obj,Apartment,D00792.obj,"[0.004185 0.013481 0.023305 0.034117 0.050044 0.062085 0.073381 0.081329
 0.099343 0.112191 0.09884  0.090634 0.081382 0.080007 0.049754 0.0265
 0.012628 0.005285 0.001376 0.000133]"
database_normalized\Apartment\D00859.obj,Apartment,D00859.obj,"[0.007175 0.02556  0.040909 0.060681 0.080993 0.09411  0.097737 0.095781
 0.091026 0.082315 0.074093 0.062228 0.050406 0.041763 0.033965 0.023965
 0.018445 0.01238  0.005676 0.000792]"
database_normalized\Apartment\D00860.obj,Apartment,D00860.obj,"[1.07770e-02 2.11120e-02 3.84400e-02 4.68160e-02 5.42750e-02 6.93560e-02
 7.66860e-02 1.29920e-01 1.18455e-01 1.01969e-01 8.35350e-02 6.38530e-02
 4.67670e-02 3.53980e-02 3.74850e-02 4.51000e-02 1.73930e-02 2.49500e-03
 1.34000e-04 3.40000e-05]"
database_normalized\Apartment\D00869.obj,Apartment,D00869.obj,"[0.008794 0.01592  0.029308 0.038121 0.049362 0.055182 0.065495 0.075308
 0.090014 0.115516 0.107082 0.08873  0.067279 0.046097 0.039323 0.038591
 0.042565 0.0189   0.006199 0.002214]"
database_normalized\Apartment\D00921.obj,Apartment,D00921.obj,"[2.58140e-02 3.20180e-02 7.12080e-02 8.16260e-02 7.85470e-02 1.05768e-01
 9.77880e-02 1.01952e-01 1.30689e-01 1.06611e-01 5.79920e-02 3.53160e-02
 2.34930e-02 1.64690e-02 2.18630e-02 8.69500e-03 2.45800e-03 1.01300e-03
 5.94000e-04 8.60000e-05]"
database_normalized\Apartment\D00953.obj,Apartment,D00953.obj,"[1.73910e-02 4.27160e-02 7.14380e-02 1.22845e-01 1.02686e-01 9.92120e-02
 9.83280e-02 1.00479e-01 9.45040e-02 8.68720e-02 8.57160e-02 3.83850e-02
 2.16050e-02 1.15090e-02 4.29800e-03 1.51600e-03 3.52000e-04 9.30000e-05
 4.20000e-05 1.30000e-05]"
database_normalized\Apartment\m463.obj,Apartment,m463.obj,"[0.014081 0.021492 0.041486 0.072473 0.090655 0.093214 0.112706 0.120318
 0.092938 0.091771 0.065831 0.053116 0.047914 0.030698 0.024687 0.014324
 0.007764 0.003371 0.00098  0.000181]"
database_normalized\Apartment\m464.obj,Apartment,m464.obj,"[0.017987 0.047621 0.098828 0.121619 0.104707 0.090921 0.074182 0.072665
 0.066655 0.051982 0.052601 0.054929 0.036514 0.035728 0.029771 0.01641
 0.014225 0.00741  0.003636 0.001609]"
database_normalized\Apartment\m465.obj,Apartment,m465.obj,"[0.027785 0.050433 0.060658 0.086666 0.116003 0.087541 0.072661 0.067856
 0.060786 0.053858 0.050246 0.047206 0.041438 0.037524 0.033018 0.029985
 0.02664  0.021949 0.024835 0.002912]"
database_normalized\AquaticAnimal\m53.obj,AquaticAnimal,m53.obj,"[0.029431 0.084596 0.114419 0.110461 0.099319 0.088195 0.079247 0.071541
 0.065606 0.05477  0.043795 0.034731 0.027666 0.023605 0.02093  0.018448
 0.014953 0.011335 0.005827 0.001125]"
database_normalized\AquaticAnimal\m54.obj,AquaticAnimal,m54.obj,"[0.028431 0.075831 0.113954 0.120273 0.101381 0.085155 0.074907 0.069753
 0.064431 0.05798  0.048217 0.039221 0.032081 0.027613 0.0219   0.016407
 0.01144  0.007648 0.002961 0.000416]"
database_normalized\AquaticAnimal\m55.obj,AquaticAnimal,m55.obj,"[0.027238 0.077435 0.115323 0.111639 0.095261 0.085225 0.077751 0.072054
 0.064995 0.058391 0.047493 0.038023 0.033206 0.028329 0.022508 0.018838
 0.013041 0.009031 0.003648 0.000571]"
database_normalized\AquaticAnimal\m56.obj,AquaticAnimal,m56.obj,"[0.049158 0.123537 0.147256 0.100319 0.071581 0.061866 0.057719 0.0602
 0.061803 0.060048 0.045544 0.040006 0.035213 0.026913 0.019107 0.015521
 0.011675 0.0081   0.003754 0.00068 ]"
database_normalized\AquaticAnimal\m57.obj,AquaticAnimal,m57.obj,"[0.030299 0.083857 0.110321 0.107322 0.099347 0.090096 0.082079 0.075715
 0.068816 0.055886 0.042396 0.033829 0.027272 0.023052 0.021061 0.018285
 0.014096 0.009716 0.005362 0.001193]"
database_normalized\AquaticAnimal\m58.obj,AquaticAnimal,m58.obj,"[0.008784 0.032438 0.050285 0.068362 0.089221 0.112288 0.135224 0.129528
 0.100955 0.072252 0.05451  0.041551 0.032301 0.025281 0.016697 0.01214
 0.008454 0.0057   0.003182 0.000847]"
database_normalized\AquaticAnimal\m59.obj,AquaticAnimal,m59.obj,"[0.026367 0.086953 0.13957  0.119388 0.099122 0.088072 0.077261 0.067967
 0.059211 0.051579 0.044682 0.037103 0.030696 0.024542 0.018552 0.013373
 0.009062 0.004771 0.001536 0.000193]"
database_normalized\AquaticAnimal\m60.obj,AquaticAnimal,m60.obj,"[0.019709 0.061986 0.110444 0.123328 0.125545 0.121282 0.102309 0.076943
 0.058355 0.048484 0.042338 0.033615 0.025333 0.017504 0.011952 0.008986
 0.005971 0.003772 0.001718 0.000426]"
database_normalized\AquaticAnimal\m61.obj,AquaticAnimal,m61.obj,"[2.50620e-02 6.68380e-02 1.21938e-01 1.52527e-01 1.34916e-01 1.08418e-01
 8.50780e-02 6.55130e-02 5.12460e-02 4.23640e-02 3.48530e-02 2.89700e-02
 2.36320e-02 1.87300e-02 1.55140e-02 1.21200e-02 7.60200e-03 3.56700e-03
 9.74000e-04 1.38000e-04]"
database_normalized\AquaticAnimal\m62.obj,AquaticAnimal,m62.obj,"[0.017421 0.0522   0.078317 0.091737 0.099298 0.102413 0.105864 0.100773
 0.088946 0.072636 0.056776 0.043333 0.032821 0.024298 0.016991 0.008528
 0.004159 0.002051 0.001161 0.000277]"
database_normalized\AquaticAnimal\m63.obj,AquaticAnimal,m63.obj,"[0.013871 0.031279 0.046158 0.067919 0.075261 0.081442 0.089339 0.101187
 0.104465 0.102086 0.080099 0.065362 0.053842 0.038966 0.025086 0.013289
 0.006143 0.00303  0.001055 0.000121]"
database_normalized\AquaticAnimal\m64.obj,AquaticAnimal,m64.obj,"[0.017404 0.059614 0.100022 0.122614 0.128562 0.122668 0.108552 0.091014
 0.06909  0.051409 0.038917 0.028428 0.021041 0.014905 0.010853 0.007088
 0.004367 0.002433 0.000847 0.000172]"
database_normalized\AquaticAnimal\m65.obj,AquaticAnimal,m65.obj,"[0.015001 0.047285 0.082628 0.110097 0.120576 0.119679 0.112457 0.10181
 0.086851 0.06819  0.051742 0.03605  0.020643 0.011399 0.006784 0.003986
 0.002511 0.001435 0.000714 0.000162]"
database_normalized\AquaticAnimal\m66.obj,AquaticAnimal,m66.obj,"[0.062872 0.070364 0.113295 0.077591 0.082126 0.07039  0.057077 0.054908
 0.054211 0.060751 0.064519 0.080031 0.056348 0.045969 0.023633 0.012318
 0.007324 0.004092 0.001645 0.000536]"
database_normalized\AquaticAnimal\m67.obj,AquaticAnimal,m67.obj,"[0.029005 0.06287  0.083334 0.091166 0.088263 0.084423 0.080983 0.071931
 0.059528 0.056358 0.054214 0.048678 0.043153 0.039781 0.036943 0.027767
 0.017856 0.013143 0.007931 0.002673]"
database_normalized\AquaticAnimal\m68.obj,AquaticAnimal,m68.obj,"[0.02749  0.09019  0.151706 0.136699 0.114285 0.099806 0.082388 0.071692
 0.057311 0.045884 0.037801 0.027519 0.02021  0.013604 0.009533 0.005185
 0.003914 0.002828 0.001337 0.000618]"
database_normalized\AquaticAnimal\m69.obj,AquaticAnimal,m69.obj,"[0.021385 0.07055  0.124631 0.131812 0.114478 0.094664 0.086914 0.076345
 0.062647 0.050835 0.043556 0.032271 0.023014 0.017836 0.015165 0.012668
 0.009838 0.007034 0.003192 0.001165]"
database_normalized\AquaticAnimal\m70.obj,AquaticAnimal,m70.obj,"[0.024711 0.072183 0.119993 0.115035 0.110563 0.098769 0.081759 0.069189
 0.05745  0.048696 0.039328 0.034689 0.033066 0.029036 0.023782 0.017154
 0.012561 0.008009 0.003079 0.000948]"
database_normalized\AquaticAnimal\m71.obj,AquaticAnimal,m71.obj,"[0.019481 0.056123 0.090978 0.127773 0.126958 0.107826 0.091073 0.077568
 0.06637  0.055034 0.046145 0.037186 0.029671 0.021868 0.016489 0.012035
 0.008595 0.00555  0.002768 0.000509]"
database_normalized\AquaticAnimal\m72.obj,AquaticAnimal,m72.obj,"[0.021109 0.069979 0.120671 0.126634 0.112466 0.100678 0.090722 0.07418
 0.062274 0.048687 0.040314 0.02991  0.025993 0.023344 0.019299 0.013806
 0.009827 0.006172 0.002904 0.001031]"
database_normalized\AquaticAnimal\m73.obj,AquaticAnimal,m73.obj,"[0.01313  0.040588 0.067913 0.099346 0.11634  0.10772  0.096604 0.084168
 0.073374 0.065077 0.055485 0.047554 0.04044  0.030931 0.021934 0.01604
 0.011053 0.007555 0.003973 0.000775]"
database_normalized\AquaticAnimal\m74.obj,AquaticAnimal,m74.obj,"[0.02679  0.072124 0.114094 0.131162 0.11707  0.101144 0.08364  0.071415
 0.061039 0.050978 0.040086 0.031344 0.025506 0.022078 0.018298 0.012357
 0.008871 0.007185 0.003952 0.000867]"
database_normalized\AquaticAnimal\m75.obj,AquaticAnimal,m75.obj,"[0.025723 0.075569 0.140983 0.134303 0.122947 0.10682  0.091765 0.074341
 0.058252 0.045977 0.036778 0.026241 0.018287 0.014121 0.010352 0.008198
 0.005565 0.002745 0.00089  0.000143]"
database_normalized\AquaticAnimal\m76.obj,AquaticAnimal,m76.obj,"[0.164267 0.251293 0.05371  0.06371  0.074758 0.056469 0.064861 0.053308
 0.026089 0.021577 0.02905  0.030142 0.031166 0.01347  0.008511 0.016301
 0.016427 0.01532  0.00796  0.001611]"
database_normalized\AquaticAnimal\m77.obj,AquaticAnimal,m77.obj,"[0.040172 0.060785 0.09375  0.10917  0.095447 0.089183 0.080315 0.063113
 0.053265 0.060361 0.061344 0.043998 0.047771 0.034601 0.02223  0.018754
 0.012052 0.008292 0.004684 0.000713]"
database_normalized\AquaticAnimal\m78.obj,AquaticAnimal,m78.obj,"[0.042604 0.089132 0.096729 0.108717 0.099395 0.086269 0.080038 0.072143
 0.062078 0.052343 0.043768 0.035819 0.030147 0.026484 0.022312 0.018981
 0.014304 0.009386 0.007841 0.00151 ]"
database_normalized\AquaticAnimal\m79.obj,AquaticAnimal,m79.obj,"[0.030991 0.109256 0.123948 0.109253 0.095663 0.084266 0.074687 0.065984
 0.059668 0.052968 0.046501 0.039691 0.033278 0.025915 0.019059 0.013372
 0.008889 0.004671 0.001616 0.000324]"
database_normalized\AquaticAnimal\m80.obj,AquaticAnimal,m80.obj,"[0.026    0.082179 0.122016 0.115434 0.103807 0.098424 0.084939 0.071605
 0.059081 0.051005 0.044415 0.03808  0.029271 0.022904 0.01676  0.014396
 0.01011  0.006522 0.002428 0.000624]"
database_normalized\AquaticAnimal\m81.obj,AquaticAnimal,m81.obj,"[0.050314 0.09308  0.098889 0.091388 0.088016 0.083686 0.080715 0.067096
 0.065986 0.053879 0.049874 0.051984 0.028701 0.019851 0.017658 0.023302
 0.01696  0.014262 0.003723 0.000636]"
database_normalized\Bed\D00031.obj,Bed,D00031.obj,"[0.011806 0.03712  0.047141 0.054113 0.053988 0.052592 0.052036 0.052653
 0.054435 0.054906 0.056297 0.063498 0.079781 0.088285 0.087736 0.072619
 0.040695 0.023841 0.014411 0.002047]"
database_normalized\Bed\D00110.obj,Bed,D00110.obj,"[0.022503 0.03691  0.044653 0.048251 0.052542 0.058301 0.060014 0.060395
 0.063798 0.075227 0.10075  0.070372 0.055067 0.046092 0.052931 0.074708
 0.034441 0.023217 0.018066 0.001762]"
database_normalized\Bed\D00121.obj,Bed,D00121.obj,"[0.026401 0.045814 0.048607 0.05699  0.062412 0.056657 0.045097 0.03805
 0.038177 0.034326 0.029651 0.036279 0.032546 0.153312 0.131046 0.07392
 0.054415 0.028359 0.0069   0.001041]"
database_normalized\Bed\D00184.obj,Bed,D00184.obj,"[0.033618 0.021541 0.038107 0.04922  0.06321  0.061703 0.057939 0.053663
 0.048261 0.054949 0.073399 0.086889 0.069324 0.102243 0.0662   0.036176
 0.027014 0.043965 0.012133 0.000446]"
database_normalized\Bed\D00210.obj,Bed,D00210.obj,"[0.009396 0.028632 0.046948 0.05959  0.068385 0.072941 0.07533  0.076395
 0.076418 0.077966 0.079359 0.08105  0.080371 0.069479 0.044548 0.024321
 0.014569 0.011388 0.002411 0.000503]"
database_normalized\Bed\D00213.obj,Bed,D00213.obj,"[0.029734 0.065433 0.083689 0.068202 0.058117 0.063191 0.056547 0.065156
 0.048359 0.011587 0.007605 0.02006  0.011659 0.014568 0.024857 0.071793
 0.115938 0.11511  0.049586 0.018809]"
database_normalized\Bed\D00217.obj,Bed,D00217.obj,"[4.20640e-02 5.27470e-02 6.35420e-02 8.71390e-02 7.78970e-02 5.70250e-02
 2.69450e-02 3.54650e-02 4.69920e-02 9.27000e-03 1.85000e-04 0.00000e+00
 0.00000e+00 0.00000e+00 0.00000e+00 0.00000e+00 9.81630e-02 2.87315e-01
 9.47540e-02 2.04970e-02]"
database_normalized\Bed\D00307.obj,Bed,D00307.obj,"[0.017917 0.039554 0.053393 0.056177 0.054864 0.053658 0.055002 0.054269
 0.052466 0.055285 0.064274 0.079628 0.100682 0.098259 0.057244 0.03615
 0.025827 0.024383 0.018839 0.002129]"
database_normalized\Bed\D00322.obj,Bed,D00322.obj,"[0.04921  0.071777 0.091102 0.073233 0.065397 0.060671 0.050275 0.020295
 0.015892 0.012529 0.009427 0.006857 0.006273 0.007669 0.024126 0.058383
 0.286251 0.082712 0.007497 0.000424]"
database_normalized\Bed\D00417.obj,Bed,D00417.obj,"[0.024468 0.074246 0.095353 0.079434 0.064824 0.056592 0.046103 0.039394
 0.03345  0.032562 0.02749  0.012104 0.025671 0.065275 0.096701 0.109726
 0.060513 0.031823 0.020304 0.003967]"
database_normalized\Bed\D00538.obj,Bed,D00538.obj,"[6.28530e-02 3.02700e-02 4.43850e-02 6.04460e-02 1.68740e-02 3.49880e-02
 3.60270e-02 2.22500e-02 4.65040e-02 5.43550e-02 8.57790e-02 5.63400e-03
 8.00000e-06 0.00000e+00 2.73000e-04 1.19804e-01 1.43227e-01 7.27070e-02
 1.34620e-01 2.89960e-02]"
database_normalized\Bed\D00545.obj,Bed,D00545.obj,"[0.007677 0.029415 0.049227 0.064559 0.073473 0.078315 0.081351 0.079999
 0.078343 0.074855 0.069701 0.055864 0.051729 0.047075 0.043946 0.061701
 0.032527 0.014095 0.00579  0.000358]"
database_normalized\Bed\D00552.obj,Bed,D00552.obj,"[0.044733 0.057199 0.057752 0.064656 0.054175 0.080603 0.093665 0.060844
 0.04778  0.03884  0.037023 0.052694 0.077304 0.066702 0.049894 0.043934
 0.02509  0.018025 0.023344 0.005743]"
database_normalized\Bed\D00565.obj,Bed,D00565.obj,"[0.008736 0.033866 0.055808 0.07087  0.079977 0.086358 0.089971 0.090065
 0.088666 0.084971 0.078885 0.073141 0.05295  0.040389 0.029897 0.021034
 0.009201 0.003797 0.001261 0.000157]"
database_normalized\Bed\D00650.obj,Bed,D00650.obj,"[0.00846  0.031117 0.055245 0.070019 0.079304 0.083872 0.083514 0.082194
 0.085566 0.067272 0.057651 0.052079 0.046521 0.041577 0.037987 0.034393
 0.047825 0.025492 0.008896 0.001016]"
database_normalized\Bed\D00735.obj,Bed,D00735.obj,"[0.005652 0.027814 0.050397 0.067651 0.077943 0.082552 0.08385  0.084848
 0.082861 0.077397 0.072307 0.058867 0.052911 0.046002 0.041344 0.050656
 0.025218 0.00914  0.002487 0.000103]"
database_normalized\Bed\D00836.obj,Bed,D00836.obj,"[0.008414 0.028817 0.055202 0.074927 0.091029 0.094715 0.099679 0.081388
 0.068584 0.06093  0.054627 0.048028 0.04436  0.042134 0.036973 0.032397
 0.034082 0.037448 0.006062 0.000204]"
database_normalized\Bed\D00839.obj,Bed,D00839.obj,"[0.017985 0.047416 0.061034 0.069663 0.069027 0.057494 0.048235 0.039806
 0.034749 0.035696 0.038042 0.050486 0.047971 0.048565 0.070213 0.129745
 0.062612 0.037585 0.027282 0.006394]"
database_normalized\Bed\D00969.obj,Bed,D00969.obj,"[0.010532 0.027931 0.039196 0.049987 0.057433 0.062154 0.062858 0.063274
 0.06222  0.063289 0.071273 0.092173 0.087613 0.079673 0.075567 0.048819
 0.029106 0.013434 0.003102 0.000366]"
database_normalized\Bed\D00988.obj,Bed,D00988.obj,"[0.006264 0.029312 0.051167 0.065608 0.07625  0.081844 0.084116 0.083903
 0.082801 0.078264 0.073398 0.060268 0.050993 0.044561 0.038795 0.048795
 0.026615 0.011194 0.005253 0.000599]"
database_normalized\Bed\m945.obj,Bed,m945.obj,"[0.020751 0.05972  0.096433 0.10807  0.103278 0.089129 0.07389  0.056739
 0.041038 0.036482 0.037765 0.038415 0.059392 0.067164 0.049766 0.031187
 0.02077  0.007783 0.001895 0.000333]"
database_normalized\Bed\m946.obj,Bed,m946.obj,"[0.009151 0.032833 0.049305 0.063237 0.071525 0.073086 0.071159 0.071883
 0.06746  0.052368 0.045515 0.042698 0.039191 0.037369 0.035516 0.034081
 0.077884 0.094772 0.027078 0.003889]"
database_normalized\Bed\m947.obj,Bed,m947.obj,"[0.011943 0.035295 0.049217 0.060509 0.062493 0.063132 0.060952 0.057867
 0.054482 0.051948 0.055464 0.045473 0.039141 0.035574 0.041276 0.166176
 0.072711 0.027934 0.007911 0.000502]"
database_normalized\Bed\m948.obj,Bed,m948.obj,"[0.013747 0.02731  0.037163 0.047304 0.049509 0.053866 0.055963 0.058633
 0.064164 0.066992 0.066742 0.130966 0.107883 0.073723 0.053358 0.040285
 0.031839 0.013444 0.005048 0.002061]"
database_normalized\Bed\m949.obj,Bed,m949.obj,"[8.94000e-03 3.17670e-02 5.95900e-02 8.61820e-02 9.76640e-02 9.99920e-02
 1.00121e-01 8.38040e-02 7.18780e-02 7.03530e-02 6.35990e-02 5.83590e-02
 7.63840e-02 5.40790e-02 2.25000e-02 9.29000e-03 3.82100e-03 1.35500e-03
 2.80000e-04 4.20000e-05]"
