file_path,file_class,file_name,eccentricity
database_normalized\Apartment\D00869.obj,Apartment,D00869.obj,3.831040489280138
database_normalized\Apartment\D00921.obj,Apartment,D00921.obj,1.8601472274878916
database_normalized\Apartment\D00953.obj,Apartment,D00953.obj,2.4353752363241097
database_normalized\Apartment\m463.obj,Apartment,m463.obj,3.3624411280682973
database_normalized\Apartment\m464.obj,Apartment,m464.obj,17.75205325052384
database_normalized\Apartment\m465.obj,Apartment,m465.obj,29.73947505501843
database_normalized\AquaticAnimal\m53.obj,AquaticAnimal,m53.obj,76.10788976184259
database_normalized\AquaticAnimal\m54.obj,AquaticAnimal,m54.obj,39.24907774206633
database_normalized\AquaticAnimal\m55.obj,AquaticAnimal,m55.obj,57.34258204349252
database_normalized\AquaticAnimal\m56.obj,AquaticAnimal,m56.obj,64.841267801624
database_normalized\AquaticAnimal\m57.obj,AquaticAnimal,m57.obj,100.19164378270376
database_normalized\AquaticAnimal\m58.obj,AquaticAnimal,m58.obj,5.322666840303509
database_normalized\AquaticAnimal\m59.obj,AquaticAnimal,m59.obj,39.48950759350984
database_normalized\AquaticAnimal\m60.obj,AquaticAnimal,m60.obj,25.811262746724225
database_normalized\AquaticAnimal\m61.obj,AquaticAnimal,m61.obj,24.40530681558723
database_normalized\AquaticAnimal\m62.obj,AquaticAnimal,m62.obj,87.47818808640076
database_normalized\AquaticAnimal\m63.obj,AquaticAnimal,m63.obj,3.243023424690374
database_normalized\AquaticAnimal\m64.obj,AquaticAnimal,m64.obj,42.014780910938285
database_normalized\AquaticAnimal\m65.obj,AquaticAnimal,m65.obj,17.313120188388993
database_normalized\AquaticAnimal\m66.obj,AquaticAnimal,m66.obj,18.615826050911714
database_normalized\AquaticAnimal\m67.obj,AquaticAnimal,m67.obj,80.88900540515661
database_normalized\AquaticAnimal\m68.obj,AquaticAnimal,m68.obj,37.10204518776845
database_normalized\AquaticAnimal\m69.obj,AquaticAnimal,m69.obj,24.843253116877953
database_normalized\AquaticAnimal\m70.obj,AquaticAnimal,m70.obj,36.32526319758987
database_normalized\AquaticAnimal\m71.obj,AquaticAnimal,m71.obj,19.42834675941937
database_normalized\AquaticAnimal\m72.obj,AquaticAnimal,m72.obj,27.19851124131926
database_normalized\AquaticAnimal\m73.obj,AquaticAnimal,m73.obj,15.046300584628057
database_normalized\AquaticAnimal\m74.obj,AquaticAnimal,m74.obj,24.13522109835287
database_normalized\AquaticAnimal\m75.obj,AquaticAnimal,m75.obj,15.869530871458078
database_normalized\AquaticAnimal\m76.obj,AquaticAnimal,m76.obj,24.15343462231473
database_normalized\AquaticAnimal\m77.obj,AquaticAnimal,m77.obj,18.699959477385043
database_normalized\AquaticAnimal\m78.obj,AquaticAnimal,m78.obj,29.702505184938783
database_normalized\AquaticAnimal\m79.obj,AquaticAnimal,m79.obj,47.05069636478653
database_normalized\AquaticAnimal\m80.obj,AquaticAnimal,m80.obj,29.645264652560268
database_normalized\AquaticAnimal\m81.obj,AquaticAnimal,m81.obj,54.03197835703309
database_normalized\Bed\D00031.obj,Bed,D00031.obj,31.79309894387878
database_normalized\Bed\D00110.obj,Bed,D00110.obj,46.025602019152835
database_normalized\Bed\D00121.obj,Bed,D00121.obj,11.654071845799292
database_normalized\Bed\D00184.obj,Bed,D00184.obj,8.450155878902526
database_normalized\Bed\D00210.obj,Bed,D00210.obj,11.881055401423701
database_normalized\Bed\D00213.obj,Bed,D00213.obj,31.033876792965923
database_normalized\Bed\D00217.obj,Bed,D00217.obj,30.326472791644346
database_normalized\Bed\D00307.obj,Bed,D00307.obj,19.928867949732954
database_normalized\Bed\D00322.obj,Bed,D00322.obj,32.69273138537579
database_normalized\Bed\D00417.obj,Bed,D00417.obj,29.116719976592307
database_normalized\Bed\D00538.obj,Bed,D00538.obj,15.462543924915646
database_normalized\Bed\D00545.obj,Bed,D00545.obj,18.16351120586343
database_normalized\Bed\D00552.obj,Bed,D00552.obj,7.14045195490467
database_normalized\Bed\D00565.obj,Bed,D00565.obj,43.13189341545382
database_normalized\Bed\D00650.obj,Bed,D00650.obj,26.187084128073078
database_normalized\Bed\D00735.obj,Bed,D00735.obj,20.33537512806557
database_normalized\Bed\D00836.obj,Bed,D00836.obj,12.883357387774847
database_normalized\Bed\D00839.obj,Bed,D00839.obj,26.102417752501594
database_normalized\Bed\D00969.obj,Bed,D00969.obj,9.713187037053954
database_normalized\Bed\D00988.obj,Bed,D00988.obj,23.843957022632278
database_normalized\Bed\m945.obj,Bed,m945.obj,6.357653550547761
database_normalized\Bed\m946.obj,Bed,m946.obj,16.64224609491829
database_normalized\Bed\m947.obj,Bed,m947.obj,16.064468836056026
database_normalized\Bed\m948.obj,Bed,m948.obj,3.0384077477020104
database_normalized\Bed\m949.obj,Bed,m949.obj,4.575969925502749
database_normalized\Bed\m950.obj,Bed,m950.obj,1.602117255486254
database_normalized\Bed\m951.obj,Bed,m951.obj,17.50162953576737
database_normalized\Bicycle\D00016.obj,Bicycle,D00016.obj,207.63896634891495
database_normalized\Bicycle\D00033.obj,Bicycle,D00033.obj,121.5101743299285
database_normalized\Bicycle\D00040.obj,Bicycle,D00040.obj,60.43392523346227
database_normalized\Bicycle\D00077.obj,Bicycle,D00077.obj,62.48472882588931
database_normalized\Bicycle\D00078.obj,Bicycle,D00078.obj,48.14663422965891
database_normalized\Bicycle\D00462.obj,Bicycle,D00462.obj,96.13722439266722
database_normalized\Bicycle\D00514.obj,Bicycle,D00514.obj,99.662547009405
database_normalized\Bicycle\D00536.obj,Bicycle,D00536.obj,26.207563851266638
database_normalized\Bicycle\D00555.obj,Bicycle,D00555.obj,53.48330543303502
database_normalized\Bicycle\D00558.obj,Bicycle,D00558.obj,83.74258510299069
database_normalized\Bicycle\D00567.obj,Bicycle,D00567.obj,79.9846094262593
database_normalized\Bicycle\D00621.obj,Bicycle,D00621.obj,205.98899772305745
database_normalized\Bicycle\D00708.obj,Bicycle,D00708.obj,107.98958300910695
database_normalized\Bicycle\D00750.obj,Bicycle,D00750.obj,32.69995910034464
database_normalized\Bicycle\D00838.obj,Bicycle,D00838.obj,103.44731837030368
database_normalized\Bicycle\D00847.obj,Bicycle,D00847.obj,47.13314416981179
database_normalized\Bicycle\D00904.obj,Bicycle,D00904.obj,195.73708629905622
database_normalized\Bicycle\D00930.obj,Bicycle,D00930.obj,28.27256577318729
database_normalized\Bicycle\D00931.obj,Bicycle,D00931.obj,68.3561552482914
database_normalized\Bicycle\D00974.obj,Bicycle,D00974.obj,47.99770581370877
database_normalized\Bicycle\m1472.obj,Bicycle,m1472.obj,29.944836405060617
database_normalized\Bicycle\m1473.obj,Bicycle,m1473.obj,125.94581403645694
database_normalized\Bicycle\m1475.obj,Bicycle,m1475.obj,47.65225969221178
database_normalized\Bicycle\m1476.obj,Bicycle,m1476.obj,74.0147752755794
database_normalized\Bicycle\m1477.obj,Bicycle,m1477.obj,47.73128698618049
database_normalized\Bicycle\m1478.obj,Bicycle,m1478.obj,131.86766016813348
database_normalized\Biplane\D00069.obj,Biplane,D00069.obj,13.292228600000245
database_normalized\Biplane\D00132.obj,Biplane,D00132.obj,32.1272813866063
database_normalized\Biplane\D00178.obj,Biplane,D00178.obj,16.34163480466894
database_normalized\Biplane\D00199.obj,Biplane,D00199.obj,7.28117476711068
database_normalized\Biplane\D00246.obj,Biplane,D00246.obj,17.82870442185071
database_normalized\Biplane\D00276.obj,Biplane,D00276.obj,4.30946580318225
database_normalized\Biplane\D00277.obj,Biplane,D00277.obj,9.175557156093305
database_normalized\Biplane\D00320.obj,Biplane,D00320.obj,9.761939301541464
database_normalized\Biplane\D00373.obj,Biplane,D00373.obj,5.1334516643010835
database_normalized\Biplane\D00410.obj,Biplane,D00410.obj,8.36107570395804
database_normalized\Biplane\D00490.obj,Biplane,D00490.obj,15.030199706447128
database_normalized\Biplane\D00515.obj,Biplane,D00515.obj,7.490226497827859
database_normalized\Biplane\D00601.obj,Biplane,D00601.obj,3.37966439927081
database_normalized\Biplane\D00616.obj,Biplane,D00616.obj,23.8644214478701
database_normalized\Biplane\D00632.obj,Biplane,D00632.obj,8.185017056075626
database_normalized\Biplane\D00634.obj,Biplane,D00634.obj,8.291872898560953
database_normalized\Biplane\D00666.obj,Biplane,D00666.obj,12.38933830252451
database_normalized\Biplane\D00854.obj,Biplane,D00854.obj,7.699888015786577
database_normalized\Biplane\D00890.obj,Biplane,D00890.obj,16.649346272482944
database_normalized\Biplane\D00900.obj,Biplane,D00900.obj,12.817627865144313
database_normalized\Biplane\m1118.obj,Biplane,m1118.obj,10.672559891129538
database_normalized\Biplane\m1119.obj,Biplane,m1119.obj,5.880787243809135
database_normalized\Biplane\m1120.obj,Biplane,m1120.obj,19.722582010912404
database_normalized\Biplane\m1121.obj,Biplane,m1121.obj,4.848145146939401
database_normalized\Biplane\m1122.obj,Biplane,m1122.obj,6.7198882633037424
database_normalized\Biplane\m1123.obj,Biplane,m1123.obj,10.952303340533197
database_normalized\Biplane\m1124.obj,Biplane,m1124.obj,15.161669737418704
database_normalized\Biplane\m1125.obj,Biplane,m1125.obj,8.135787763249256
database_normalized\Biplane\m1126.obj,Biplane,m1126.obj,10.081376037791449
database_normalized\Biplane\m1127.obj,Biplane,m1127.obj,15.614316006142142
database_normalized\Biplane\m1128.obj,Biplane,m1128.obj,12.56098900486732
database_normalized\Biplane\m1129.obj,Biplane,m1129.obj,7.530207379088138
database_normalized\Biplane\m1131.obj,Biplane,m1131.obj,13.447175228043484
database_normalized\Biplane\m1132.obj,Biplane,m1132.obj,22.714022724629153
database_normalized\Biplane\m1133.obj,Biplane,m1133.obj,9.696693145451693
database_normalized\Biplane\m1134.obj,Biplane,m1134.obj,57.125928469826135
database_normalized\Biplane\m1135.obj,Biplane,m1135.obj,23.62812695238765
database_normalized\Biplane\m1136.obj,Biplane,m1136.obj,7.038836919021488
database_normalized\Biplane\m1137.obj,Biplane,m1137.obj,36.8611888530816
database_normalized\Biplane\m1138.obj,Biplane,m1138.obj,6.472016128687395
database_normalized\Biplane\m1139.obj,Biplane,m1139.obj,5.467737252254832
database_normalized\Biplane\m1141.obj,Biplane,m1141.obj,8.24488209850087
database_normalized\Biplane\m1143.obj,Biplane,m1143.obj,13.722513639530668
database_normalized\Biplane\m1144.obj,Biplane,m1144.obj,6.093534460377177
database_normalized\Biplane\m1146.obj,Biplane,m1146.obj,34.424271331358426
database_normalized\Bird\D00089.obj,Bird,D00089.obj,4.93159556463236
database_normalized\Bird\D00113.obj,Bird,D00113.obj,3.3952909957625717
database_normalized\Bird\D00164.obj,Bird,D00164.obj,11.675557814277543
database_normalized\Bird\D00234.obj,Bird,D00234.obj,5.626423711308256
database_normalized\Bird\D00271.obj,Bird,D00271.obj,20.424019121103886
database_normalized\Bird\D00284.obj,Bird,D00284.obj,10.885360388256162
database_normalized\Bird\D00323.obj,Bird,D00323.obj,354.5656558869313
database_normalized\Bird\D00386.obj,Bird,D00386.obj,183.48429154928883
database_normalized\Bird\D00438.obj,Bird,D00438.obj,66.70080718045202
database_normalized\Bird\D00442.obj,Bird,D00442.obj,4.261677287247614
database_normalized\Bird\D00546.obj,Bird,D00546.obj,29.533987150948104
database_normalized\Bird\D00599.obj,Bird,D00599.obj,55.52832016593328
database_normalized\Bird\D00625.obj,Bird,D00625.obj,5.875316183971475
database_normalized\Bird\D00689.obj,Bird,D00689.obj,7.384540179129285
database_normalized\Bird\D00736.obj,Bird,D00736.obj,39.55246467061745
database_normalized\Bird\D00762.obj,Bird,D00762.obj,4.473576105386135
database_normalized\Bird\D00862.obj,Bird,D00862.obj,10.276558190426442
database_normalized\Bird\D00922.obj,Bird,D00922.obj,2.6354054170305323
database_normalized\Bird\D00961.obj,Bird,D00961.obj,46.92197352637213
database_normalized\Bird\D00999.obj,Bird,D00999.obj,31.09040316941995
database_normalized\Bird\m28.obj,Bird,m28.obj,7.26025260071997
database_normalized\Bird\m29.obj,Bird,m29.obj,9.208152366139993
database_normalized\Bird\m30.obj,Bird,m30.obj,13.607328052432948
database_normalized\Bird\m31.obj,Bird,m31.obj,9.203668542380013
database_normalized\Bird\m32.obj,Bird,m32.obj,5.685954889234787
database_normalized\Bird\m33.obj,Bird,m33.obj,3.9389729520702037
database_normalized\Bird\m34.obj,Bird,m34.obj,4.045506683634457
database_normalized\Bird\m35.obj,Bird,m35.obj,2.257172588151637
database_normalized\Bird\m36.obj,Bird,m36.obj,2.842144704255975
database_normalized\Bird\m37.obj,Bird,m37.obj,5.50920295302821
database_normalized\Bird\m38.obj,Bird,m38.obj,26.578178422563177
database_normalized\Bird\m39.obj,Bird,m39.obj,29.09267047699961
database_normalized\Bird\m40.obj,Bird,m40.obj,5.094742736875123
database_normalized\Bird\m41.obj,Bird,m41.obj,56.42332466419901
database_normalized\Bird\m42.obj,Bird,m42.obj,17.53417850282189
database_normalized\Bird\m43.obj,Bird,m43.obj,8.274236497487195
database_normalized\Bird\m44.obj,Bird,m44.obj,18.55947474565575
database_normalized\Bird\m45.obj,Bird,m45.obj,10.46586905561403
database_normalized\Bird\m47.obj,Bird,m47.obj,19.53145315734011
database_normalized\Bird\m48.obj,Bird,m48.obj,6.886559722368788
database_normalized\Bird\m49.obj,Bird,m49.obj,2.9037760501644203
database_normalized\Bird\m50.obj,Bird,m50.obj,6.548275869837435
database_normalized\Bird\m51.obj,Bird,m51.obj,3.8188669725628857
database_normalized\Bird\m52.obj,Bird,m52.obj,2.9646488629150687
database_normalized\Bookset\D01009.obj,Bookset,D01009.obj,1.97468124559995
database_normalized\Bookset\D01013.obj,Bookset,D01013.obj,1.9222049931345986
database_normalized\Bookset\D01030.obj,Bookset,D01030.obj,1.7568936196161504
database_normalized\Bookset\D01038.obj,Bookset,D01038.obj,10.547282866015868
database_normalized\Bookset\D01042.obj,Bookset,D01042.obj,3.2924900412946725
database_normalized\Bookset\D01050.obj,Bookset,D01050.obj,2.1008035357384816
database_normalized\Bookset\D01065.obj,Bookset,D01065.obj,2.293776743537012
database_normalized\Bookset\D01078.obj,Bookset,D01078.obj,4.426916711500744
database_normalized\Bookset\D01096.obj,Bookset,D01096.obj,2.28731311081237
database_normalized\Bookset\D01108.obj,Bookset,D01108.obj,3.7438570782032716
database_normalized\Bookset\D01109.obj,Bookset,D01109.obj,1.6352981280215584
database_normalized\Bookset\D01110.obj,Bookset,D01110.obj,2.089494677048655
database_normalized\Bookset\D01122.obj,Bookset,D01122.obj,2.1839214601302124
database_normalized\Bookset\D01135.obj,Bookset,D01135.obj,5.593796183925373
database_normalized\Bookset\D01146.obj,Bookset,D01146.obj,3.329613574826037
database_normalized\Bookset\D01182.obj,Bookset,D01182.obj,2.9397779060078535
database_normalized\Bookset\D01183.obj,Bookset,D01183.obj,1.9469797181715036
database_normalized\Bookset\D01184.obj,Bookset,D01184.obj,2.561619329382914
database_normalized\Bookset\D01190.obj,Bookset,D01190.obj,9.327026553745696
database_normalized\Bookset\D01199.obj,Bookset,D01199.obj,5.168594873269158
database_normalized\Bottle\D00020.obj,Bottle,D00020.obj,12.498965569104296
database_normalized\Bottle\D00123.obj,Bottle,D00123.obj,21.13310667195929
database_normalized\Bottle\D00139.obj,Bottle,D00139.obj,21.75927345495106
database_normalized\Bottle\D00166.obj,Bottle,D00166.obj,12.407710399058029
database_normalized\Bottle\D00176.obj,Bottle,D00176.obj,10.010003599724802
database_normalized\Bottle\D00208.obj,Bottle,D00208.obj,23.2630732979305
database_normalized\Bottle\D00281.obj,Bottle,D00281.obj,11.071915972306423
database_normalized\Bottle\D00311.obj,Bottle,D00311.obj,6.166613455545899
database_normalized\Bottle\D00347.obj,Bottle,D00347.obj,13.930522652176151
database_normalized\Bottle\D00350.obj,Bottle,D00350.obj,19.73039422347575
database_normalized\Bottle\D00390.obj,Bottle,D00390.obj,3.116330412231963
database_normalized\Bottle\D00451.obj,Bottle,D00451.obj,9.635270556945708
database_normalized\Bottle\D00679.obj,Bottle,D00679.obj,15.716911375770108
database_normalized\Bottle\D00696.obj,Bottle,D00696.obj,15.830176285482636
database_normalized\Bottle\D00711.obj,Bottle,D00711.obj,4.818432593944883
database_normalized\Bottle\D00716.obj,Bottle,D00716.obj,28.455455886251954
database_normalized\Bottle\D00726.obj,Bottle,D00726.obj,8.563528078846955
database_normalized\Bottle\D00892.obj,Bottle,D00892.obj,16.94155390808818
database_normalized\Bottle\D00940.obj,Bottle,D00940.obj,5.24731576510748
database_normalized\Bottle\D00959.obj,Bottle,D00959.obj,25.59497665883998
database_normalized\Bottle\m482.obj,Bottle,m482.obj,13.009615628222933
database_normalized\Bottle\m483.obj,Bottle,m483.obj,19.139457169800938
database_normalized\Bottle\m484.obj,Bottle,m484.obj,19.68565541946944
database_normalized\Bottle\m485.obj,Bottle,m485.obj,14.097631004316703
database_normalized\Bottle\m486.obj,Bottle,m486.obj,20.52836795293787
database_normalized\Bottle\m487.obj,Bottle,m487.obj,16.984063537813842
database_normalized\Bottle\m488.obj,Bottle,m488.obj,6.809710808094801
database_normalized\Bottle\m489.obj,Bottle,m489.obj,10.403279625544592
database_normalized\Bottle\m490.obj,Bottle,m490.obj,6.412846831862281
database_normalized\Bottle\m491.obj,Bottle,m491.obj,6.11581450883097
database_normalized\Bottle\m492.obj,Bottle,m492.obj,17.96966970497101
database_normalized\BuildingNonResidential\m382.obj,BuildingNonResidential,m382.obj,2.842368580044759
database_normalized\BuildingNonResidential\m383.obj,BuildingNonResidential,m383.obj,2.3675797995603967
database_normalized\BuildingNonResidential\m384.obj,BuildingNonResidential,m384.obj,12.029491694404806
database_normalized\BuildingNonResidential\m385.obj,BuildingNonResidential,m385.obj,2.6156087306016733
database_normalized\BuildingNonResidential\m386.obj,BuildingNonResidential,m386.obj,2.505298217211107
database_normalized\BuildingNonResidential\m387.obj,BuildingNonResidential,m387.obj,6.578817954313644
database_normalized\BuildingNonResidential\m389.obj,BuildingNonResidential,m389.obj,2.9951052460310352
database_normalized\BuildingNonResidential\m390.obj,BuildingNonResidential,m390.obj,2.8346108365160414
database_normalized\BuildingNonResidential\m391.obj,BuildingNonResidential,m391.obj,3.5164172726286735
database_normalized\BuildingNonResidential\m392.obj,BuildingNonResidential,m392.obj,6.272615087860673
database_normalized\BuildingNonResidential\m393.obj,BuildingNonResidential,m393.obj,1.2429085517258367
database_normalized\BuildingNonResidential\m394.obj,BuildingNonResidential,m394.obj,1.0813731250182923
database_normalized\BuildingNonResidential\m395.obj,BuildingNonResidential,m395.obj,1.29525441547937
database_normalized\BuildingNonResidential\m396.obj,BuildingNonResidential,m396.obj,1.6461335623979507
database_normalized\BuildingNonResidential\m397.obj,BuildingNonResidential,m397.obj,1.5021150338578526
database_normalized\BuildingNonResidential\m398.obj,BuildingNonResidential,m398.obj,4.16010688384026
database_normalized\BuildingNonResidential\m399.obj,BuildingNonResidential,m399.obj,4.8177652198480905
database_normalized\BuildingNonResidential\m400.obj,BuildingNonResidential,m400.obj,2.5712908815050177
database_normalized\BuildingNonResidential\m401.obj,BuildingNonResidential,m401.obj,14.176679643842615
database_normalized\BuildingNonResidential\m402.obj,BuildingNonResidential,m402.obj,1.6517079879801728
database_normalized\BuildingNonResidential\m404.obj,BuildingNonResidential,m404.obj,4.586011773433304
database_normalized\BuildingNonResidential\m405.obj,BuildingNonResidential,m405.obj,2.214918407491738
database_normalized\BuildingNonResidential\m406.obj,BuildingNonResidential,m406.obj,1.0597811549498943
database_normalized\BuildingNonResidential\m407.obj,BuildingNonResidential,m407.obj,2.5866099036551815
database_normalized\BuildingNonResidential\m408.obj,BuildingNonResidential,m408.obj,6.408025592967264
database_normalized\BuildingNonResidential\m409.obj,BuildingNonResidential,m409.obj,28.579151656782514
database_normalized\BuildingNonResidential\m410.obj,BuildingNonResidential,m410.obj,7.213071879853443
database_normalized\BuildingNonResidential\m412.obj,BuildingNonResidential,m412.obj,31.05755819114146
database_normalized\BuildingNonResidential\m413.obj,BuildingNonResidential,m413.obj,1.1620455929314635
database_normalized\BuildingNonResidential\m414.obj,BuildingNonResidential,m414.obj,1.4987910189462814
database_normalized\BuildingNonResidential\m415.obj,BuildingNonResidential,m415.obj,1.4864768602432545
database_normalized\BuildingNonResidential\m416.obj,BuildingNonResidential,m416.obj,11.597065496708154
database_normalized\BuildingNonResidential\m418.obj,BuildingNonResidential,m418.obj,2.642147668933011
database_normalized\BuildingNonResidential\m420.obj,BuildingNonResidential,m420.obj,9.089528592210252
database_normalized\BuildingNonResidential\m421.obj,BuildingNonResidential,m421.obj,19.03089952210346
database_normalized\BuildingNonResidential\m470.obj,BuildingNonResidential,m470.obj,25.70032234777579
database_normalized\BuildingNonResidential\m471.obj,BuildingNonResidential,m471.obj,24.127851754000005
database_normalized\BuildingNonResidential\m472.obj,BuildingNonResidential,m472.obj,10.303230593187765
database_normalized\BuildingNonResidential\m474.obj,BuildingNonResidential,m474.obj,2.7512436453703364
database_normalized\BuildingNonResidential\m475.obj,BuildingNonResidential,m475.obj,7.64417439058041
database_normalized\BuildingNonResidential\m477.obj,BuildingNonResidential,m477.obj,11.654994107881599
database_normalized\BuildingNonResidential\m478.obj,BuildingNonResidential,m478.obj,31.127107933347773
database_normalized\BuildingNonResidential\m479.obj,BuildingNonResidential,m479.obj,19.824469488737044
database_normalized\BuildingNonResidential\m481.obj,BuildingNonResidential,m481.obj,14.420046431216894
database_normalized\Bus\D00084.obj,Bus,D00084.obj,39.774478629588735
database_normalized\Bus\D00114.obj,Bus,D00114.obj,9.022475517349067
database_normalized\Bus\D00151.obj,Bus,D00151.obj,21.74010537714348
database_normalized\Bus\D00179.obj,Bus,D00179.obj,39.96189616851586
database_normalized\Bus\D00182.obj,Bus,D00182.obj,26.44623782420811
database_normalized\Bus\D00264.obj,Bus,D00264.obj,34.151050521432616
database_normalized\Bus\D00411.obj,Bus,D00411.obj,32.70090423346508
database_normalized\Bus\D00436.obj,Bus,D00436.obj,14.204722041705121
database_normalized\Bus\D00446.obj,Bus,D00446.obj,23.093680287456486
database_normalized\Bus\D00448.obj,Bus,D00448.obj,12.224041320817465
database_normalized\Bus\D00483.obj,Bus,D00483.obj,8.271845875671813
database_normalized\Bus\D00516.obj,Bus,D00516.obj,20.941835735052067
database_normalized\Bus\D00677.obj,Bus,D00677.obj,7.126648272097909
database_normalized\Bus\D00754.obj,Bus,D00754.obj,27.400601700848476
database_normalized\Bus\D00769.obj,Bus,D00769.obj,20.767394129615813
database_normalized\Bus\D00775.obj,Bus,D00775.obj,11.656640941062534
database_normalized\Bus\D00815.obj,Bus,D00815.obj,15.54818545740803
database_normalized\Bus\D00823.obj,Bus,D00823.obj,25.996228383919675
database_normalized\Bus\D00832.obj,Bus,D00832.obj,8.854153498910865
database_normalized\Bus\D00857.obj,Bus,D00857.obj,20.53719677662805
database_normalized\Car\D00168.obj,Car,D00168.obj,17.687037294201847
database_normalized\Car\D00236.obj,Car,D00236.obj,7.51989864641873
database_normalized\Car\D00260.obj,Car,D00260.obj,10.439558657535477
database_normalized\Car\D00265.obj,Car,D00265.obj,19.397595738125165
database_normalized\Car\D00299.obj,Car,D00299.obj,6.905776666215655
database_normalized\Car\D00377.obj,Car,D00377.obj,22.556259606438218
database_normalized\Car\D00405.obj,Car,D00405.obj,8.70822384528132
database_normalized\Car\D00452.obj,Car,D00452.obj,10.270104022647342
database_normalized\Car\D00504.obj,Car,D00504.obj,26.261934956517344
database_normalized\Car\D00541.obj,Car,D00541.obj,9.030069021166476
database_normalized\Car\D00618.obj,Car,D00618.obj,23.068095792538212
database_normalized\Car\D00670.obj,Car,D00670.obj,23.284566298799483
database_normalized\Car\D00671.obj,Car,D00671.obj,19.041869147545757
database_normalized\Car\D00724.obj,Car,D00724.obj,8.132134605400656
database_normalized\Car\D00767.obj,Car,D00767.obj,12.071957794897202
database_normalized\Car\D00785.obj,Car,D00785.obj,10.346558532367222
database_normalized\Car\D00793.obj,Car,D00793.obj,19.33233974956442
database_normalized\Car\D00803.obj,Car,D00803.obj,37.18331277806732
database_normalized\Car\D00865.obj,Car,D00865.obj,13.108156213945533
database_normalized\Car\D00976.obj,Car,D00976.obj,12.550901280987814
database_normalized\Car\m1485.obj,Car,m1485.obj,12.329210021814179
database_normalized\Car\m1486.obj,Car,m1486.obj,10.188625189259332
database_normalized\Car\m1487.obj,Car,m1487.obj,13.204380422759222
database_normalized\Car\m1488.obj,Car,m1488.obj,7.273710935286099
database_normalized\Car\m1489.obj,Car,m1489.obj,7.482128580150572
database_normalized\Car\m1490.obj,Car,m1490.obj,14.221260905096207
database_normalized\Car\m1492.obj,Car,m1492.obj,5.760634569710799
database_normalized\Car\m1495.obj,Car,m1495.obj,23.13053211061649
database_normalized\Car\m1496.obj,Car,m1496.obj,17.167200789981205
database_normalized\Car\m1497.obj,Car,m1497.obj,33.092392229389446
database_normalized\Car\m1498.obj,Car,m1498.obj,28.616301980106353
database_normalized\Car\m1499.obj,Car,m1499.obj,9.106044005824502
